Sheet Name: Carriers

carrier_id: cedba817-bbfa-4736-96d3-6588736ea61d | carrier_name: Maersk 1 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1635 | years_of_service: 19 | headquarters: Netherlands
carrier_id: 0f97a90c-e870-48f9-b927-27e2872acb52 | carrier_name: DHL 138 | carrier_type: Air | average_rating: 4.8 | fleet_size: 367 | years_of_service: 19 | headquarters: UAE
carrier_id: d0b02d8c-8c98-494c-9dc5-962f9e0d68d8 | carrier_name: Maersk 139 | carrier_type: Sea | average_rating: 3.15 | fleet_size: 2163 | years_of_service: 12 | headquarters: United States
carrier_id: c29d3e57-84fc-452c-87cf-c317267650d2 | carrier_name: DP World Logistics 140 | carrier_type: Road | average_rating: 3.67 | fleet_size: 1260 | years_of_service: 11 | headquarters: UAE
carrier_id: 10eb2967-aee1-48d8-8614-dd7a514de567 | carrier_name: Allcargo Express 141 | carrier_type: Sea | average_rating: 4.23 | fleet_size: 1774 | years_of_service: 30 | headquarters: Netherlands
carrier_id: c40ef00f-b2e4-45ec-9e73-a70e228cc6df | carrier_name: Blue Dart 142 | carrier_type: Air | average_rating: 3.24 | fleet_size: 2076 | years_of_service: 37 | headquarters: Singapore
carrier_id: f5e4771e-f510-4faf-900d-f789fde3272d | carrier_name: Allcargo Express 143 | carrier_type: Sea | average_rating: 3.21 | fleet_size: 522 | years_of_service: 29 | headquarters: United Kingdom
carrier_id: b8a8b604-9f4c-4057-bbe7-22e5f58876ff | carrier_name: Blue Dart 144 | carrier_type: Air | average_rating: 4.04 | fleet_size: 1679 | years_of_service: 26 | headquarters: Japan
carrier_id: 36e75f7e-a863-4119-af0a-17f7f537e663 | carrier_name: FedEx 145 | carrier_type: Road | average_rating: 3.93 | fleet_size: 3739 | years_of_service: 26 | headquarters: UAE
carrier_id: c7d69234-a6e2-42df-b8b5-aedbb05967ae | carrier_name: CMA CGM 146 | carrier_type: Road | average_rating: 4.19 | fleet_size: 2695 | years_of_service: 37 | headquarters: South Korea
carrier_id: 39d147aa-0a66-4a47-9c81-4e3fc065b68b | carrier_name: MSC 147 | carrier_type: Sea | average_rating: 3.37 | fleet_size: 159 | years_of_service: 10 | headquarters: Germany
carrier_id: d9b3e864-0894-4ef5-af83-4dd1e63010c7 | carrier_name: MSC 148 | carrier_type: Sea | average_rating: 3.12 | fleet_size: 3457 | years_of_service: 29 | headquarters: Netherlands
carrier_id: 7fa9d391-970b-430e-af2e-e1b9031e9563 | carrier_name: MSC 149 | carrier_type: Road | average_rating: 3.7 | fleet_size: 3498 | years_of_service: 32 | headquarters: Netherlands
carrier_id: b9f8a8c0-50e2-4d8f-b11b-98fd93e42767 | carrier_name: Hapag-Lloyd 150 | carrier_type: Road | average_rating: 4.1 | fleet_size: 3750 | years_of_service: 26 | headquarters: Netherlands
carrier_id: 7a03bd2e-4fa1-4243-8653-c8252b3b84b6 | carrier_name: CMA CGM 151 | carrier_type: Sea | average_rating: 3.3 | fleet_size: 434 | years_of_service: 19 | headquarters: Japan
carrier_id: 5ba02bc7-b4d8-4a0f-b348-77234e1183a0 | carrier_name: Emirates SkyCargo 152 | carrier_type: Road | average_rating: 4.73 | fleet_size: 4005 | years_of_service: 11 | headquarters: South Korea
carrier_id: 50c5ac4e-5e6f-4dd6-87a9-cc727f9afa43 | carrier_name: DB Schenker 153 | carrier_type: Air | average_rating: 3.83 | fleet_size: 2810 | years_of_service: 16 | headquarters: Netherlands
carrier_id: d04413b6-274d-4f9f-aa26-8a72e8ca9f87 | carrier_name: DHL 154 | carrier_type: Rail | average_rating: 3.22 | fleet_size: 3270 | years_of_service: 3 | headquarters: India
carrier_id: 5a9eaf78-b9be-475d-8044-2d76256eebed | carrier_name: Allcargo Express 155 | carrier_type: Sea | average_rating: 4.0 | fleet_size: 3159 | years_of_service: 12 | headquarters: United Kingdom
carrier_id: 8f0093f7-8417-4321-a61f-eae9bef367cf | carrier_name: FedEx 156 | carrier_type: Sea | average_rating: 3.56 | fleet_size: 1650 | years_of_service: 8 | headquarters: China
carrier_id: 7c874ed7-bf9d-4dcd-8ee5-56d718d55e4b | carrier_name: MSC 157 | carrier_type: Air | average_rating: 4.0 | fleet_size: 3452 | years_of_service: 22 | headquarters: Singapore
carrier_id: 0ec81157-3df5-4966-962e-ca7ac528498b | carrier_name: Maersk 158 | carrier_type: Rail | average_rating: 3.8 | fleet_size: 2597 | years_of_service: 4 | headquarters: Germany
carrier_id: 245a55ce-8ad8-4f48-b26a-df3bcdb01d11 | carrier_name: DP World Logistics 159 | carrier_type: Sea | average_rating: 4.81 | fleet_size: 3874 | years_of_service: 4 | headquarters: South Korea
carrier_id: ea8f4df7-bbf9-4e48-9b5e-131f27e84a1d | carrier_name: MSC 160 | carrier_type: Rail | average_rating: 4.23 | fleet_size: 4057 | years_of_service: 15 | headquarters: Singapore
carrier_id: 3528e31f-d15f-4ffd-a22d-6c496ba7c710 | carrier_name: DHL 161 | carrier_type: Air | average_rating: 3.81 | fleet_size: 192 | years_of_service: 19 | headquarters: Germany
carrier_id: da247946-d847-46da-b685-b0b7d90ccc96 | carrier_name: DB Schenker 162 | carrier_type: Road | average_rating: 4.56 | fleet_size: 273 | years_of_service: 33 | headquarters: Japan
carrier_id: 07929e4f-794b-43b2-a826-4bfc5deed1a5 | carrier_name: Maersk 163 | carrier_type: Road | average_rating: 3.32 | fleet_size: 1502 | years_of_service: 25 | headquarters: South Korea
carrier_id: be5290fb-8a81-4761-b9f8-285d1cd12289 | carrier_name: Hapag-Lloyd 164 | carrier_type: Sea | average_rating: 4.43 | fleet_size: 4126 | years_of_service: 23 | headquarters: Germany
carrier_id: b87670cd-53fa-4220-91c9-3afe158baab8 | carrier_name: DP World Logistics 165 | carrier_type: Sea | average_rating: 3.13 | fleet_size: 2283 | years_of_service: 26 | headquarters: United Kingdom
carrier_id: e729b70d-e55f-4b87-a219-131e6c8ad145 | carrier_name: Kuehne Nagel 166 | carrier_type: Rail | average_rating: 3.35 | fleet_size: 1527 | years_of_service: 6 | headquarters: Germany
carrier_id: 213e072c-2ea4-4a8d-87c2-58b1961d402e | carrier_name: Allcargo Express 167 | carrier_type: Air | average_rating: 4.87 | fleet_size: 3984 | years_of_service: 13 | headquarters: Singapore
carrier_id: c1639286-83ea-4d34-9f13-4fa10e561b7a | carrier_name: FedEx 168 | carrier_type: Sea | average_rating: 4.07 | fleet_size: 2866 | years_of_service: 12 | headquarters: Germany
carrier_id: 2449ad41-2778-415c-a693-2f5093086848 | carrier_name: DHL 169 | carrier_type: Rail | average_rating: 3.84 | fleet_size: 2842 | years_of_service: 24 | headquarters: South Korea
carrier_id: 12117098-45d2-46ee-9f28-46d4cf9fb2dd | carrier_name: Allcargo Express 170 | carrier_type: Sea | average_rating: 3.67 | fleet_size: 2059 | years_of_service: 38 | headquarters: United Kingdom
carrier_id: 986d8ed8-16e2-460b-8530-c7a405e3479c | carrier_name: Maersk 171 | carrier_type: Road | average_rating: 3.62 | fleet_size: 643 | years_of_service: 16 | headquarters: UAE
carrier_id: d72d0cf1-27dc-4b45-b55e-be71b6cca108 | carrier_name: Allcargo Express 172 | carrier_type: Air | average_rating: 4.22 | fleet_size: 339 | years_of_service: 35 | headquarters: Singapore
carrier_id: 67a1dffe-59a6-4c60-80a9-967622b8b897 | carrier_name: Hapag-Lloyd 173 | carrier_type: Road | average_rating: 3.25 | fleet_size: 472 | years_of_service: 21 | headquarters: United States
carrier_id: 376b9f3d-1e08-402d-8a7d-b418b8a533cf | carrier_name: Blue Dart 174 | carrier_type: Sea | average_rating: 4.71 | fleet_size: 4185 | years_of_service: 28 | headquarters: UAE
carrier_id: 023ce628-75f9-417e-943b-feff4345ae97 | carrier_name: DP World Logistics 175 | carrier_type: Sea | average_rating: 3.56 | fleet_size: 1417 | years_of_service: 32 | headquarters: UAE
carrier_id: 045cddb5-ecde-4f4a-bc69-75d298445e1a | carrier_name: DB Schenker 176 | carrier_type: Sea | average_rating: 4.25 | fleet_size: 1282 | years_of_service: 25 | headquarters: United States
carrier_id: 151fe59e-ee14-417e-9231-2064c50a5189 | carrier_name: Kuehne Nagel 177 | carrier_type: Air | average_rating: 4.87 | fleet_size: 3164 | years_of_service: 37 | headquarters: Germany
carrier_id: ab3d5e9f-2968-4991-930c-99204eda8d4e | carrier_name: Hapag-Lloyd 178 | carrier_type: Sea | average_rating: 3.2 | fleet_size: 2946 | years_of_service: 31 | headquarters: UAE
carrier_id: e00856a9-c163-40f1-b95d-f396ff9d62c4 | carrier_name: DHL 179 | carrier_type: Road | average_rating: 4.16 | fleet_size: 2072 | years_of_service: 34 | headquarters: Singapore
carrier_id: d80bd7af-200c-4be3-bcf4-59f2cbec57c4 | carrier_name: Kuehne Nagel 180 | carrier_type: Sea | average_rating: 3.37 | fleet_size: 1898 | years_of_service: 37 | headquarters: Germany
carrier_id: 9b11888a-9431-4445-90aa-0bdaa43dd334 | carrier_name: FedEx 181 | carrier_type: Sea | average_rating: 3.9 | fleet_size: 3654 | years_of_service: 31 | headquarters: Germany
carrier_id: 8b28f482-76ff-42f0-9f69-ede77e735000 | carrier_name: CMA CGM 182 | carrier_type: Sea | average_rating: 3.93 | fleet_size: 3349 | years_of_service: 38 | headquarters: China
carrier_id: 21f182c3-2142-401f-b438-040b53dfcd5e | carrier_name: Maersk 183 | carrier_type: Sea | average_rating: 4.01 | fleet_size: 1504 | years_of_service: 6 | headquarters: Germany
carrier_id: f798d41d-73ca-4a3f-aa43-30c160e32bb6 | carrier_name: DB Schenker 184 | carrier_type: Rail | average_rating: 4.19 | fleet_size: 3335 | years_of_service: 4 | headquarters: UAE
carrier_id: 392d879b-e658-4157-a366-c549970e236a | carrier_name: FedEx 185 | carrier_type: Sea | average_rating: 4.2 | fleet_size: 4143 | years_of_service: 16 | headquarters: Japan
carrier_id: 28084f50-307b-45f5-b00d-3d014cd58b89 | carrier_name: Blue Dart 186 | carrier_type: Sea | average_rating: 3.87 | fleet_size: 687 | years_of_service: 38 | headquarters: Netherlands
carrier_id: 6be47b0b-188c-4235-9487-4e5b18697c46 | carrier_name: Maersk 187 | carrier_type: Rail | average_rating: 4.52 | fleet_size: 1280 | years_of_service: 19 | headquarters: United States
carrier_id: 37f825e8-3af7-4b96-a61a-170808d929db | carrier_name: Kuehne Nagel 188 | carrier_type: Sea | average_rating: 4.81 | fleet_size: 1483 | years_of_service: 13 | headquarters: United Kingdom
carrier_id: 28e44baa-0f03-4001-816f-d9babb9e6e14 | carrier_name: FedEx 189 | carrier_type: Sea | average_rating: 4.67 | fleet_size: 2816 | years_of_service: 36 | headquarters: China
carrier_id: 2c7c9716-c14a-4f6b-8637-e48b754f8f1e | carrier_name: DP World Logistics 190 | carrier_type: Rail | average_rating: 3.26 | fleet_size: 250 | years_of_service: 28 | headquarters: South Korea
carrier_id: 09603831-28e7-4919-a5a2-e00de1d718d8 | carrier_name: Kuehne Nagel 191 | carrier_type: Air | average_rating: 4.62 | fleet_size: 2163 | years_of_service: 4 | headquarters: United States
carrier_id: 4d997203-b9c8-40b3-8eba-27e57c3ee95a | carrier_name: Allcargo Express 192 | carrier_type: Sea | average_rating: 4.87 | fleet_size: 4067 | years_of_service: 9 | headquarters: India
carrier_id: e094a6ec-8e7b-4770-9a6a-b6310988e28d | carrier_name: Emirates SkyCargo 193 | carrier_type: Sea | average_rating: 4.6 | fleet_size: 4014 | years_of_service: 9 | headquarters: South Korea
carrier_id: 0a818749-fbfd-4af6-be46-9adf72473aad | carrier_name: Kuehne Nagel 194 | carrier_type: Sea | average_rating: 3.59 | fleet_size: 775 | years_of_service: 11 | headquarters: Japan
carrier_id: e5a97516-93a0-4b3d-b56d-2c3d0ee73089 | carrier_name: MSC 195 | carrier_type: Air | average_rating: 3.6 | fleet_size: 4107 | years_of_service: 10 | headquarters: Netherlands
carrier_id: b37d1bdd-8163-48b4-b90d-0622b10246b7 | carrier_name: FedEx 196 | carrier_type: Road | average_rating: 3.69 | fleet_size: 2374 | years_of_service: 22 | headquarters: Japan
carrier_id: 23772b64-a257-486f-a026-e11d6eeb0ddb | carrier_name: Kuehne Nagel 197 | carrier_type: Road | average_rating: 4.72 | fleet_size: 2330 | years_of_service: 16 | headquarters: Japan
carrier_id: b0fe66fb-fa53-4f3b-87e1-cd626e3d9d9b | carrier_name: Blue Dart 198 | carrier_type: Road | average_rating: 4.72 | fleet_size: 2702 | years_of_service: 11 | headquarters: Japan
carrier_id: 1170b000-7343-4c13-a7f5-82c6a8fd85af | carrier_name: FedEx 199 | carrier_type: Sea | average_rating: 3.25 | fleet_size: 229 | years_of_service: 20 | headquarters: United Kingdom
carrier_id: 261ffea9-f0a8-4af6-a042-8ca494335da6 | carrier_name: Kuehne Nagel 200 | carrier_type: Road | average_rating: 3.45 | fleet_size: 906 | years_of_service: 28 | headquarters: Singapore
carrier_id: 1b1933fa-1b0d-4549-83da-dfe2f8353e62 | carrier_name: Maersk 201 | carrier_type: Rail | average_rating: 4.85 | fleet_size: 2402 | years_of_service: 28 | headquarters: Germany
carrier_id: 3996d2d9-e572-452d-9943-609c4a3df92b | carrier_name: FedEx 202 | carrier_type: Road | average_rating: 3.24 | fleet_size: 1443 | years_of_service: 23 | headquarters: South Korea
carrier_id: ea5196c9-b3e4-4937-b001-83fea974d482 | carrier_name: Emirates SkyCargo 203 | carrier_type: Air | average_rating: 4.03 | fleet_size: 1351 | years_of_service: 10 | headquarters: Germany
carrier_id: 713977eb-2be7-4259-b8ba-2627fd5fc1af | carrier_name: DB Schenker 204 | carrier_type: Air | average_rating: 3.41 | fleet_size: 1455 | years_of_service: 29 | headquarters: South Korea
carrier_id: a256ccd7-f9d0-4947-8af6-873e2afc5bf5 | carrier_name: Hapag-Lloyd 205 | carrier_type: Road | average_rating: 3.32 | fleet_size: 390 | years_of_service: 9 | headquarters: UAE
carrier_id: a8105cf8-5cc6-4b54-afef-e6f3bc1a227d | carrier_name: DHL 206 | carrier_type: Sea | average_rating: 4.81 | fleet_size: 2968 | years_of_service: 13 | headquarters: United Kingdom
carrier_id: d7fb30df-5912-421c-befa-becd4fffb683 | carrier_name: FedEx 207 | carrier_type: Sea | average_rating: 4.59 | fleet_size: 2687 | years_of_service: 26 | headquarters: China
carrier_id: 85e00807-dae1-47c7-a565-dd0b4c32b08d | carrier_name: Maersk 208 | carrier_type: Air | average_rating: 4.78 | fleet_size: 3345 | years_of_service: 33 | headquarters: China
carrier_id: 70b2049a-f349-4fae-9700-43ecc3ac8cd8 | carrier_name: Kuehne Nagel 209 | carrier_type: Road | average_rating: 4.43 | fleet_size: 3798 | years_of_service: 35 | headquarters: UAE
carrier_id: 060e7ea3-7c3b-4281-ae63-73803684a462 | carrier_name: Maersk 210 | carrier_type: Rail | average_rating: 4.8 | fleet_size: 4160 | years_of_service: 36 | headquarters: Netherlands
carrier_id: 090a9c44-e24a-44f7-ad72-b9bc963daabd | carrier_name: Emirates SkyCargo 211 | carrier_type: Road | average_rating: 4.8 | fleet_size: 387 | years_of_service: 4 | headquarters: Japan
carrier_id: 008e038d-6c72-4d2c-8237-728ec253271e | carrier_name: DHL 212 | carrier_type: Sea | average_rating: 4.56 | fleet_size: 3889 | years_of_service: 22 | headquarters: Singapore
carrier_id: 322c6456-96b0-41ad-aab6-22e61520c935 | carrier_name: Hapag-Lloyd 213 | carrier_type: Sea | average_rating: 3.46 | fleet_size: 858 | years_of_service: 29 | headquarters: India
carrier_id: 0ac7f243-a59f-4de3-99e2-ed2b7c3a5f51 | carrier_name: Maersk 214 | carrier_type: Road | average_rating: 3.18 | fleet_size: 680 | years_of_service: 37 | headquarters: Netherlands
carrier_id: 770e9fba-43f6-41a5-bac6-06d39eaf4b86 | carrier_name: Blue Dart 215 | carrier_type: Air | average_rating: 3.26 | fleet_size: 2623 | years_of_service: 17 | headquarters: United States
carrier_id: df487654-438b-4f9e-93d9-6b5bf5682cf8 | carrier_name: DP World Logistics 216 | carrier_type: Sea | average_rating: 3.26 | fleet_size: 2566 | years_of_service: 18 | headquarters: United States
carrier_id: 39859048-03a2-4836-903d-52ebd9771fdc | carrier_name: MSC 217 | carrier_type: Sea | average_rating: 3.75 | fleet_size: 713 | years_of_service: 33 | headquarters: Singapore
carrier_id: 00f693a4-7819-4dec-a530-8aeef8b7114e | carrier_name: Emirates SkyCargo 218 | carrier_type: Road | average_rating: 3.85 | fleet_size: 1520 | years_of_service: 28 | headquarters: South Korea
carrier_id: 9810202b-d8e1-4387-b121-40e706b283b2 | carrier_name: Maersk 219 | carrier_type: Road | average_rating: 4.15 | fleet_size: 2415 | years_of_service: 25 | headquarters: United Kingdom
carrier_id: dd4a08fd-c7ad-421d-b6b9-d0f9fa46f891 | carrier_name: Emirates SkyCargo 220 | carrier_type: Road | average_rating: 4.38 | fleet_size: 3600 | years_of_service: 17 | headquarters: India
carrier_id: 707ccbaa-a472-436b-ab95-e123de0d325e | carrier_name: Emirates SkyCargo 221 | carrier_type: Road | average_rating: 4.73 | fleet_size: 490 | years_of_service: 4 | headquarters: South Korea
carrier_id: 6b141564-ac04-4007-998d-65ef785ee68f | carrier_name: FedEx 222 | carrier_type: Air | average_rating: 3.44 | fleet_size: 2503 | years_of_service: 34 | headquarters: Japan
carrier_id: a9e8d8d7-ff3e-4de5-88aa-fc1edf584c5f | carrier_name: Kuehne Nagel 223 | carrier_type: Road | average_rating: 3.87 | fleet_size: 2558 | years_of_service: 32 | headquarters: United States
carrier_id: 46768129-c7d6-427d-98b9-d91cca2594a2 | carrier_name: Hapag-Lloyd 224 | carrier_type: Road | average_rating: 3.59 | fleet_size: 3265 | years_of_service: 16 | headquarters: Netherlands
carrier_id: 6172258b-9be0-4ac0-8e65-d7381ec2b971 | carrier_name: DB Schenker 225 | carrier_type: Road | average_rating: 3.63 | fleet_size: 174 | years_of_service: 15 | headquarters: Japan
carrier_id: 398eb64e-cdba-4804-8e1c-8f29bf5c77b1 | carrier_name: DB Schenker 226 | carrier_type: Air | average_rating: 4.05 | fleet_size: 3099 | years_of_service: 35 | headquarters: United Kingdom
carrier_id: 89364697-6e9c-4071-92ba-7ca5f1e1b9de | carrier_name: Kuehne Nagel 227 | carrier_type: Sea | average_rating: 3.95 | fleet_size: 2822 | years_of_service: 17 | headquarters: United Kingdom
carrier_id: 32a141bd-fddf-43ba-b4a8-5947bbf00578 | carrier_name: FedEx 228 | carrier_type: Air | average_rating: 4.09 | fleet_size: 3850 | years_of_service: 21 | headquarters: Germany
carrier_id: 36fc726d-049c-4dcb-8dac-c696ba1bd45b | carrier_name: CMA CGM 229 | carrier_type: Sea | average_rating: 4.54 | fleet_size: 924 | years_of_service: 13 | headquarters: South Korea
carrier_id: bf4bf590-3c00-45b7-ab5f-5e51a1d6942d | carrier_name: FedEx 230 | carrier_type: Sea | average_rating: 4.5 | fleet_size: 1938 | years_of_service: 19 | headquarters: Netherlands
carrier_id: 587bb536-1f31-45c3-9fe4-e26540518a9e | carrier_name: DHL 231 | carrier_type: Sea | average_rating: 4.82 | fleet_size: 2695 | years_of_service: 38 | headquarters: South Korea
carrier_id: 4434014e-f82d-4fff-9671-bc4152a19eab | carrier_name: MSC 232 | carrier_type: Sea | average_rating: 4.54 | fleet_size: 2651 | years_of_service: 9 | headquarters: Netherlands
carrier_id: c20d80f2-c4bf-44bb-a122-6afa7c55cf97 | carrier_name: DHL 233 | carrier_type: Road | average_rating: 4.34 | fleet_size: 3869 | years_of_service: 37 | headquarters: United States
carrier_id: a1f5accd-dbe1-48ab-80e4-7d564a967300 | carrier_name: Emirates SkyCargo 234 | carrier_type: Sea | average_rating: 4.37 | fleet_size: 1424 | years_of_service: 21 | headquarters: Germany
carrier_id: 870b8e74-6d57-48fc-abb8-e938c279a88b | carrier_name: MSC 235 | carrier_type: Sea | average_rating: 4.28 | fleet_size: 1307 | years_of_service: 31 | headquarters: Germany
carrier_id: 5f9bc3c7-7fba-49ad-933c-69e05c9cc0ed | carrier_name: MSC 236 | carrier_type: Sea | average_rating: 3.54 | fleet_size: 3245 | years_of_service: 32 | headquarters: Netherlands
carrier_id: e15c6e02-550a-465e-bdd0-0e94eab95ad6 | carrier_name: DHL 237 | carrier_type: Sea | average_rating: 3.4 | fleet_size: 2080 | years_of_service: 7 | headquarters: Singapore
carrier_id: 8a9d86cb-5355-4758-94b2-4043370b38fe | carrier_name: Emirates SkyCargo 238 | carrier_type: Sea | average_rating: 3.48 | fleet_size: 3664 | years_of_service: 29 | headquarters: UAE
