Sheet Name: AI_Inference_Log

inference_id: 095fcec2-7a82-43af-9b05-26769481008d | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | model_id: a516984e-2c08-4916-847c-7fe4e5e6164f | prediction_timestamp: 2026-01-01 17:27:00 | delay_probability: 0.06664 | risk_category: Low | latency_ms: 486
inference_id: 4f668fe5-631e-4583-b5b9-cb2ae92723f3 | shipment_id: 61c84b62-78ef-4cb7-a663-f39043b6932b | model_id: 79f5e1fc-a9e9-44ab-9b1a-cd7fbe37832c | prediction_timestamp: 2026-02-23 20:34:00 | delay_probability: 0.02521 | risk_category: Low | latency_ms: 735
inference_id: e8590b06-bbf8-4df3-9581-4319c6f8485f | shipment_id: bb911ae9-ce71-4182-9d66-60903a146a66 | model_id: 5121730f-0f83-4cfa-8144-115d0c0968bb | prediction_timestamp: 2025-12-25 12:25:00 | delay_probability: 0.66618 | risk_category: High | latency_ms: 384
inference_id: 8d07be92-fe4b-4466-8aa2-986f70196498 | shipment_id: 62440e07-623a-4a0f-833b-be39b3b87021 | model_id: 1c627777-bb87-41ab-bb74-c652b9d7dd16 | prediction_timestamp: 2025-01-07 14:12:00 | delay_probability: 0.1998 | risk_category: Low | latency_ms: 651
inference_id: 3e63cac1-fdd4-4278-83a2-f40e402e9291 | shipment_id: 6e6e339e-c6fc-4c9b-88d2-b583ab68123f | model_id: df774251-dcda-4f67-a16a-f964e5b7a4fc | prediction_timestamp: 2026-03-24 20:08:00 | delay_probability: 0.32906 | risk_category: Medium | latency_ms: 242
inference_id: 54e1173a-1c4a-48bc-9260-f28aeaa1577d | shipment_id: 19e1f6c3-cc16-47c5-afa2-67a112dc38b9 | model_id: c64a72ca-ee74-41ff-b4eb-898472a10122 | prediction_timestamp: 2025-10-05 22:31:00 | delay_probability: 0.37481 | risk_category: Medium | latency_ms: 123
inference_id: 40c14e4c-6c39-4b01-8377-214159f970c0 | shipment_id: 22ce524a-bee2-455c-8e32-7b1d10ffb469 | model_id: 3095b0d6-e294-4d52-92ff-f7253feee437 | prediction_timestamp: 2025-05-13 13:03:00 | delay_probability: 0.11461 | risk_category: Low | latency_ms: 223
inference_id: 61bfd8c2-6acd-4cab-9818-2dda68d649f2 | shipment_id: 0e1a2bc7-02b3-45c2-b4fa-7bf984f619b1 | model_id: 74859abb-2f06-4ef7-9dcc-28658eb13b4f | prediction_timestamp: 2025-12-02 22:06:00 | delay_probability: 0.62846 | risk_category: High | latency_ms: 533
inference_id: d3ba63e8-0f7b-4bc6-91ba-f2d30ea028bd | shipment_id: 050211cd-c661-4952-8bd5-88be9a5947f0 | model_id: bc89a1cb-574b-49f4-b68c-9ade384526be | prediction_timestamp: 2025-08-18 11:44:00 | delay_probability: 0.75775 | risk_category: High | latency_ms: 223
inference_id: 373045a7-bc16-4514-a2b1-8843b3c75836 | shipment_id: 897ca402-b3fa-44c8-ac47-87e5d94f2df1 | model_id: fb39dc93-1654-4ef8-9427-2e7db1aed560 | prediction_timestamp: 2025-02-14 19:53:00 | delay_probability: 0.1924 | risk_category: Low | latency_ms: 64
inference_id: 33f2deb1-28bf-4128-a6de-1efcb4cf08bb | shipment_id: cc75ce93-bd4c-405f-82d7-e5d1a1db1036 | model_id: 4656ae93-82ed-4798-a10f-e4de8bf8a4e6 | prediction_timestamp: 2025-11-09 11:26:00 | delay_probability: 0.33783 | risk_category: Medium | latency_ms: 671
inference_id: 49dcc9b3-2b63-4b0e-9098-76322ad32710 | shipment_id: f85c2b57-af91-46df-945d-4b6e3bacb5b0 | model_id: 0bbe6b9f-6222-4f28-91ee-36ad8deb7c47 | prediction_timestamp: 2025-12-06 10:17:00 | delay_probability: 0.18382 | risk_category: Low | latency_ms: 619
inference_id: bc0646cd-e4d6-45a7-8f74-7e51ee3259da | shipment_id: 86c656b4-62ff-41a2-9ea9-91c840773779 | model_id: 1536d0a0-bc07-46ef-a53a-28c8d44db93c | prediction_timestamp: 2025-09-14 13:12:00 | delay_probability: 0.25649 | risk_category: Low | latency_ms: 225
inference_id: 52b68bcc-a76a-4d46-8d39-3868a0ccd577 | shipment_id: 36f4b0ad-ce62-4763-a14a-e9d85da9f38c | model_id: b11e07de-69b6-4148-95ef-e4d93fc52b6b | prediction_timestamp: 2026-01-09 20:09:00 | delay_probability: 0.3353 | risk_category: Medium | latency_ms: 672
inference_id: 20f05569-8c04-48ed-b584-74f9b0b01e28 | shipment_id: eccc4c47-7691-4b51-9faf-9d1d84d4e107 | model_id: 8706fb44-8b20-4737-9b00-9c4b74af2422 | prediction_timestamp: 2025-01-06 09:43:00 | delay_probability: 0.67552 | risk_category: High | latency_ms: 273
inference_id: fa0b81c8-1ee9-44f0-9064-c3580561943a | shipment_id: 6ffe957b-b09f-477e-a1cc-1da110d7237d | model_id: d833b4e4-d22c-41b0-a1f2-a75ca124b299 | prediction_timestamp: 2025-11-19 14:56:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 539
inference_id: 873d790f-84e1-445a-ae3d-19f4f517c787 | shipment_id: efc80eed-fe4e-4694-969b-03a59afce486 | model_id: 67d90369-db9d-45c8-b928-4f198708a5f6 | prediction_timestamp: 2025-06-10 09:22:00 | delay_probability: 0.07517 | risk_category: Low | latency_ms: 609
inference_id: 271ebfda-18f1-4b00-a39e-2c7ecc3fe6ce | shipment_id: 1d366930-792b-4b94-99a9-ba38ba5e96d4 | model_id: ecb2e240-03b5-477e-a3f3-51b729201a20 | prediction_timestamp: 2025-12-22 10:12:00 | delay_probability: 0.56556 | risk_category: High | latency_ms: 601
inference_id: 535666ce-d8b1-4fbd-9771-31f264f30889 | shipment_id: 41493121-5cc7-4f47-94e9-1139e7b5a6b5 | model_id: 83c328ba-0a21-4e4c-967f-0f23785c0635 | prediction_timestamp: 2025-11-01 19:02:00 | delay_probability: 0.39634 | risk_category: Medium | latency_ms: 358
inference_id: ad110b5e-a745-4ec3-aceb-5b3722dc9128 | shipment_id: 9d23603f-94c8-4e46-8d5f-e20d9a6b81cc | model_id: 5a01c8c7-17dc-4ee6-b150-7e4b3123559a | prediction_timestamp: 2025-12-31 15:32:00 | delay_probability: 0.18466 | risk_category: Low | latency_ms: 66
inference_id: 25712d1c-7951-4e50-bebe-1ce242b82963 | shipment_id: 844b2602-5314-47e6-bb1a-bfeee14931f8 | model_id: 389547b9-1c49-4437-b677-3db01cb4bde1 | prediction_timestamp: 2025-11-17 18:15:00 | delay_probability: 0.47461 | risk_category: Medium | latency_ms: 216
inference_id: f5cf1754-201a-4974-bb78-05c698a3a8e6 | shipment_id: 16cca165-c838-440a-9dca-556dc15aad9d | model_id: 97380bc8-f50b-48c3-93bf-0d3842afcb1c | prediction_timestamp: 2025-05-08 10:43:00 | delay_probability: 0.05363 | risk_category: Low | latency_ms: 635
inference_id: ab582d55-0909-41e7-a320-387ccd54925d | shipment_id: 39932988-054d-4910-9304-0746b1b12914 | model_id: 090082f9-77bd-4d6d-8214-5f7b579421f2 | prediction_timestamp: 2025-07-25 19:50:00 | delay_probability: 0.1287 | risk_category: Low | latency_ms: 769
inference_id: 680958c6-d4a8-41ce-87d9-33d02c9acec8 | shipment_id: 26a95fdf-ddef-4105-972a-426238762004 | model_id: 02d9068b-b469-40a5-9389-ee63743ab64d | prediction_timestamp: 2025-09-20 17:14:00 | delay_probability: 0.09653 | risk_category: Low | latency_ms: 100
inference_id: 06df3200-ef8d-462c-83de-8ae07493c50a | shipment_id: bbf71d98-b9e8-4987-9312-6b84917c2a1f | model_id: 24755f06-9a7b-4605-803c-140175b5eb93 | prediction_timestamp: 2025-05-06 22:34:00 | delay_probability: 0.70558 | risk_category: High | latency_ms: 730
inference_id: 025b7dee-abdc-4e54-a007-8a60dea477c6 | shipment_id: a4144a91-be27-45ba-8bb8-acca81536150 | model_id: c4360c3f-5d0b-4eda-b07f-50f5fc86d017 | prediction_timestamp: 2025-01-19 13:48:00 | delay_probability: 0.41587 | risk_category: Medium | latency_ms: 719
inference_id: 30843620-fbd2-4a18-a489-fdba6e598e1d | shipment_id: 48ff7a38-a5ed-45a3-9586-c226fc40e789 | model_id: 673978c7-4241-4821-8635-4c86141c50b7 | prediction_timestamp: 2025-05-23 08:26:00 | delay_probability: 0.24802 | risk_category: Low | latency_ms: 97
inference_id: aceae713-2d14-4d39-8bd2-ef7a78bb9346 | shipment_id: 7d56b23f-e62c-4d4d-a38f-b00c5c106245 | model_id: 5d221bfc-65b0-450a-826a-d2b178c05f78 | prediction_timestamp: 2025-12-27 20:23:00 | delay_probability: 0.07431 | risk_category: Low | latency_ms: 248
inference_id: 9a256fe9-574b-4d27-a0f8-a03e6cc8d6a2 | shipment_id: a313eaf1-7a32-4876-bad6-62663df8774d | model_id: 8f238db3-8244-4bf6-b224-e150a24de8a9 | prediction_timestamp: 2025-08-31 19:45:00 | delay_probability: 0.47111 | risk_category: Medium | latency_ms: 60
inference_id: 7e31d7a8-a534-4c15-aef5-44767a293555 | shipment_id: 50d18249-69d5-4860-8f62-af4c2c195077 | model_id: c401acf4-12a3-4638-8a1e-fbfa00233718 | prediction_timestamp: 2025-05-05 14:36:00 | delay_probability: 0.79402 | risk_category: Critical | latency_ms: 406
inference_id: 29195e97-f634-4d3b-82fd-dbe85e676c42 | shipment_id: 0debc6eb-f0bc-440c-8c95-1c15758a8f5f | model_id: 9c4def20-dd3e-41de-a035-416b9a4a14f3 | prediction_timestamp: 2025-09-05 10:55:00 | delay_probability: 0.66143 | risk_category: High | latency_ms: 259
inference_id: d5db0aca-0f35-4411-ad60-fc12bd04651f | shipment_id: 223dabe5-8aa6-42c4-b44a-070d0123c8a5 | model_id: 1cf52c14-177d-43e1-a875-41e7a1772313 | prediction_timestamp: 2025-12-07 15:04:00 | delay_probability: 0.44615 | risk_category: Medium | latency_ms: 546
inference_id: 0c4f13d7-0a5c-41ac-bc8c-285be945458b | shipment_id: f6c3fdc5-9b4f-490d-a76b-3dcb566333b7 | model_id: eac80b81-4d8a-4340-b89a-b968616d13da | prediction_timestamp: 2026-02-01 17:36:00 | delay_probability: 0.45168 | risk_category: Medium | latency_ms: 678
inference_id: 59961ba3-5fc2-40f8-99d9-4f19b8c6a3a5 | shipment_id: 19439d31-1c90-42d8-81e7-ff163ca7bfbf | model_id: 8c6f33a9-50b8-40cc-a02d-2b07f0d5bde2 | prediction_timestamp: 2025-08-14 10:55:00 | delay_probability: 0.12885 | risk_category: Low | latency_ms: 736
inference_id: 73aa7bb8-9944-42c3-9285-38a86e3bba4a | shipment_id: 7d306728-54a9-40ae-a160-97f73e0ff2c4 | model_id: 0bbe6b9f-6222-4f28-91ee-36ad8deb7c47 | prediction_timestamp: 2025-08-02 20:51:00 | delay_probability: 0.55955 | risk_category: High | latency_ms: 66
inference_id: 0713455a-ce6c-4c4b-b911-0615af041c2f | shipment_id: 4868dfef-5d3d-4374-957e-a7ccbc59fc7b | model_id: 17632bdb-5774-4c5f-83d7-c2dfd9b61451 | prediction_timestamp: 2025-12-25 19:52:00 | delay_probability: 0.20861 | risk_category: Low | latency_ms: 617
inference_id: 972b34e2-77bb-4992-ad1b-d86007bed4ce | shipment_id: f6859e8c-194e-497d-bca9-948b23f5bf2a | model_id: b311ebfa-a17e-40d1-abfa-e8ae4039116b | prediction_timestamp: 2025-04-13 11:43:00 | delay_probability: 0.10384 | risk_category: Low | latency_ms: 711
inference_id: 940c387e-f4d8-44b2-990c-6523f6faac1d | shipment_id: 3df2c137-16a6-4cd6-95b4-8a27b810e8cc | model_id: 0d46d8ff-1d2e-4f9f-8c5e-5b7bbc58c314 | prediction_timestamp: 2026-02-01 12:53:00 | delay_probability: 0.08218 | risk_category: Low | latency_ms: 715
inference_id: 58a97a74-ef92-4035-b279-cba45bf7f375 | shipment_id: 448bbd2c-7655-4eb8-b529-40d1ab659108 | model_id: a6cfd815-01aa-44af-a234-3708a30bfd79 | prediction_timestamp: 2025-04-03 11:52:00 | delay_probability: 0.27627 | risk_category: Low | latency_ms: 676
inference_id: 357e0599-7398-4d01-b7d4-79fb9e64af4e | shipment_id: 4fb21a69-05f1-4603-9592-96be697d7922 | model_id: e55af064-852e-4bb8-a53c-4f06d8eeb011 | prediction_timestamp: 2026-02-02 12:39:00 | delay_probability: 0.07469 | risk_category: Low | latency_ms: 308
inference_id: 1f458b0c-1081-4f31-8606-2667b494068a | shipment_id: 032f0aeb-c797-445d-b681-5b79eef0c3d8 | model_id: 99a5f98f-89b2-4c08-b377-b797c14db12e | prediction_timestamp: 2026-02-23 11:43:00 | delay_probability: 0.06461 | risk_category: Low | latency_ms: 213
inference_id: 5cdd74b2-b3d9-479c-a8b9-15270e02f5f0 | shipment_id: a92ba009-2bfe-4eb5-bbf8-28032eaf4213 | model_id: bcd169ea-4036-4e22-beca-8d921c5180e0 | prediction_timestamp: 2026-01-10 21:44:00 | delay_probability: 0.49182 | risk_category: Medium | latency_ms: 582
inference_id: 21d6abee-ae0d-461f-983b-f32034ed9724 | shipment_id: cc31e987-37bb-483a-a89f-d76c2f1eea28 | model_id: 9c1be782-8278-4014-9386-da066091a549 | prediction_timestamp: 2025-11-29 22:13:00 | delay_probability: 0.05555 | risk_category: Low | latency_ms: 249
inference_id: eb9c4f5b-bca1-4fe5-aa36-3c6e5c70518c | shipment_id: a0920ce4-a13c-4422-81a2-6e920bacb557 | model_id: 580f2870-8b0d-4e69-b6d0-604d66da9bb9 | prediction_timestamp: 2025-07-04 14:22:00 | delay_probability: 0.14705 | risk_category: Low | latency_ms: 762
inference_id: 8259e81c-8862-4aaf-931f-efbe8cc15819 | shipment_id: aa2b1747-5be4-4d44-b95d-acc224e0a715 | model_id: 573cdf02-6c74-49cd-a02b-08e80f79abbf | prediction_timestamp: 2025-02-11 13:10:00 | delay_probability: 0.82497 | risk_category: Critical | latency_ms: 762
inference_id: 6da1c243-b6d3-4d6e-b5ff-f2ff2595f9fc | shipment_id: bc7f9cad-8424-4dde-93a6-45de3600ec56 | model_id: 526728f5-9753-4397-b9a1-5c87dbb0a8a4 | prediction_timestamp: 2025-12-20 18:05:00 | delay_probability: 0.02848 | risk_category: Low | latency_ms: 240
inference_id: 23ad4d05-9fad-4b89-94e1-f2b3cf394ff9 | shipment_id: 0c20978b-c412-4c66-853b-e8d58f289d85 | model_id: 358b4a15-4cec-4842-a471-3301e89e369d | prediction_timestamp: 2025-02-12 10:52:00 | delay_probability: 0.57773 | risk_category: High | latency_ms: 60
inference_id: 15bc40ab-d995-4cfc-acd3-a412151a5693 | shipment_id: 7b24dfe5-2e67-4b11-b44b-99cbd8f76a66 | model_id: abba0f9e-72a9-4b1b-838f-9af04f6586b3 | prediction_timestamp: 2025-08-10 19:59:00 | delay_probability: 0.28073 | risk_category: Medium | latency_ms: 174
inference_id: 6d6a391e-bb09-4fe3-809b-316da78cf80d | shipment_id: f1a051a7-c36b-408f-983d-4832aed2c367 | model_id: 3d71d378-d29a-4142-a211-175d0ff55893 | prediction_timestamp: 2025-11-28 16:03:00 | delay_probability: 0.03994 | risk_category: Low | latency_ms: 290
inference_id: 5dda9484-a18e-46b3-9c16-debd270a5369 | shipment_id: 1f09db39-806f-4bbb-a345-63cbcc66c1f1 | model_id: 0f075f7a-9952-42bf-ad97-b3b2c4e4bcd0 | prediction_timestamp: 2025-08-19 18:37:00 | delay_probability: 0.16338 | risk_category: Low | latency_ms: 330
inference_id: 75d874e3-fac5-4947-b8fc-3089cb94d4e8 | shipment_id: fb4ff83e-308f-4306-ad20-602bab999019 | model_id: 10296b39-7949-427c-b885-ed56fee5452e | prediction_timestamp: 2025-06-29 10:19:00 | delay_probability: 0.57645 | risk_category: High | latency_ms: 759
inference_id: d772994c-5a3f-4c49-981f-c0890ac66cd6 | shipment_id: 82e46c05-0474-47d1-b8ee-636e5744e52d | model_id: 54191f23-0ba1-43e4-b086-4c095bec53ec | prediction_timestamp: 2025-12-06 12:32:00 | delay_probability: 0.08572 | risk_category: Low | latency_ms: 303
inference_id: 64c882b6-0607-4ae9-8a63-243842067524 | shipment_id: 03493b3a-625f-4934-85f9-bec7f07481c8 | model_id: f503ef69-3b70-449f-9834-259e29e2b3c4 | prediction_timestamp: 2026-03-30 17:02:00 | delay_probability: 0.55999 | risk_category: High | latency_ms: 490
inference_id: 766567b7-b530-4f36-a36c-8d9cb29869a0 | shipment_id: c38afd7b-864a-4e95-9761-1f293ba7ad1e | model_id: 8df65b8f-a2d8-4487-9e30-f619a8897d79 | prediction_timestamp: 2026-03-25 12:22:00 | delay_probability: 0.29314 | risk_category: Medium | latency_ms: 326
inference_id: 2c568fd3-1e1d-4086-9b61-c275520a23e9 | shipment_id: c65ef579-9e0a-4fbe-a709-e96b67b42f80 | model_id: 6a4d922e-afff-4483-961d-2c5c98b6c1b4 | prediction_timestamp: 2025-05-15 15:50:00 | delay_probability: 0.14198 | risk_category: Low | latency_ms: 373
inference_id: b0508578-8269-46a1-916c-599c44806fe9 | shipment_id: 79fdcfc9-7f49-44d7-8f79-e834bb3b50d9 | model_id: b322fbee-22e1-4227-8de9-819229fa6a2a | prediction_timestamp: 2025-10-01 15:20:00 | delay_probability: 0.07237 | risk_category: Low | latency_ms: 735
inference_id: 600ea667-cd8f-430e-ae57-0d5298acf0bd | shipment_id: 3a8b3e10-ac7e-425b-82ae-485b3a7693f6 | model_id: 5121730f-0f83-4cfa-8144-115d0c0968bb | prediction_timestamp: 2025-06-17 13:39:00 | delay_probability: 0.15858 | risk_category: Low | latency_ms: 276
inference_id: 040ca82f-d9a6-4fbc-984d-06b41a1f4f7b | shipment_id: ebfac36f-148e-4132-a348-2550bdb2dbed | model_id: c429caac-24de-491d-9e7b-5cb17167564f | prediction_timestamp: 2025-06-15 16:36:00 | delay_probability: 0.16476 | risk_category: Low | latency_ms: 601
inference_id: 89b1d9e6-da45-4b00-9918-5eeaacad7cf5 | shipment_id: fdf72f1b-065c-4c2c-9852-0341acfde54d | model_id: bc89a1cb-574b-49f4-b68c-9ade384526be | prediction_timestamp: 2025-02-16 17:50:00 | delay_probability: 0.26667 | risk_category: Low | latency_ms: 454
inference_id: 69851112-f11d-45a9-b62d-597cdfeed2a0 | shipment_id: 69e6b5b5-eb89-4a2d-b404-1e6c94699f40 | model_id: db778194-3859-4bcf-856c-485b29150508 | prediction_timestamp: 2025-10-10 13:46:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 549
inference_id: a432d906-9475-4bbe-a186-bf28a813d542 | shipment_id: 10d5bf29-ccd1-4b1d-9b9b-c83e42ff4168 | model_id: 6cc8c46a-a52e-4c4c-99ce-df71fd4b5f07 | prediction_timestamp: 2025-03-30 14:08:00 | delay_probability: 0.03399 | risk_category: Low | latency_ms: 413
inference_id: 1a45e62c-004d-47a4-bca2-3fad2504e5a9 | shipment_id: 0e1f9ba3-c906-4562-a4c6-39c6189b551d | model_id: 6cc8c46a-a52e-4c4c-99ce-df71fd4b5f07 | prediction_timestamp: 2026-01-25 15:54:00 | delay_probability: 0.04461 | risk_category: Low | latency_ms: 583
inference_id: 422a7110-71eb-4223-b777-fa39b0e67bd7 | shipment_id: 390a7a5f-16ff-4e29-9a5c-2ecf7ce09afd | model_id: 65b21cce-5403-4356-9d32-cb075636574b | prediction_timestamp: 2025-01-07 11:01:00 | delay_probability: 0.03225 | risk_category: Low | latency_ms: 386
inference_id: 34c0d942-e70e-4c4b-9c77-7925e29a7298 | shipment_id: 5a1a52e7-eaa5-4403-a708-eee5ef35e7e5 | model_id: 9a54af45-525d-44e2-b0e9-96e77454e62e | prediction_timestamp: 2025-04-24 18:34:00 | delay_probability: 0.05176 | risk_category: Low | latency_ms: 678
inference_id: e9764de0-a060-4825-8d73-61d16fdb592d | shipment_id: 5e22adfc-f73a-433b-9c46-54c0bdd8954c | model_id: 3150d764-887a-4ed2-b9bc-7f6841641489 | prediction_timestamp: 2025-08-13 15:00:00 | delay_probability: 0.08374 | risk_category: Low | latency_ms: 284
inference_id: f272730f-c526-404a-bd4d-9d6139532db1 | shipment_id: 95823d6c-72cd-4eb4-be7a-54e066e5a688 | model_id: 91b6212d-f698-46a7-a864-5192faaeff28 | prediction_timestamp: 2025-05-02 17:00:00 | delay_probability: 0.67539 | risk_category: High | latency_ms: 753
inference_id: 643b01a4-461f-4286-a4f6-5d379cb7cdd2 | shipment_id: fd59929b-38da-4fdb-83df-0e77c8f41458 | model_id: a66879c6-5e85-48c6-b4f4-18adb340317d | prediction_timestamp: 2025-05-18 16:33:00 | delay_probability: 0.5235 | risk_category: Medium | latency_ms: 62
inference_id: b1efbfa6-bebc-4631-b0b6-c4c918f046de | shipment_id: e13a82fa-3f74-4c7c-bcd4-24047aee60a7 | model_id: 21a52609-9970-4f70-ba43-2ad2f9f1d263 | prediction_timestamp: 2025-11-27 15:01:00 | delay_probability: 0.15098 | risk_category: Low | latency_ms: 583
inference_id: 32c42c29-c056-4142-866d-3d4d128cb8be | shipment_id: 4f0b2af0-3ce6-4f04-8358-abc51faace2e | model_id: 9d032699-c6ff-40f1-8231-63e3d6c7a864 | prediction_timestamp: 2025-06-26 13:33:00 | delay_probability: 0.36023 | risk_category: Medium | latency_ms: 393
inference_id: 2b2eab14-bd6d-45a0-8eff-816af7131c03 | shipment_id: c77b2ad4-a1a0-494b-bb1b-3e629f7ffffb | model_id: 52332995-5390-471d-a767-a2ea1d804ccf | prediction_timestamp: 2025-05-25 17:54:00 | delay_probability: 0.10216 | risk_category: Low | latency_ms: 577
inference_id: 5171fb2f-9e25-4553-9921-a53b8e8e62e4 | shipment_id: 5cc67f95-0615-4649-8a6d-99115e84cfa1 | model_id: 58ff198c-48ab-4ad7-b079-30e49c3e8c79 | prediction_timestamp: 2025-09-29 18:44:00 | delay_probability: 0.0483 | risk_category: Low | latency_ms: 477
inference_id: ea09f9dd-c4fa-4a95-9e9b-ec99091df9db | shipment_id: 58ffc6a1-b0c6-4409-91d8-aef39cc8ce1a | model_id: 1077be1f-768d-4978-a211-63479e4981c7 | prediction_timestamp: 2026-02-21 12:52:00 | delay_probability: 0.14153 | risk_category: Low | latency_ms: 523
inference_id: ee60ebeb-b3e5-44d4-b85b-0d0058390fdd | shipment_id: 4608a2de-d4d1-45d6-bc1b-28f0e06d18c3 | model_id: 4f66d081-8de5-412b-b334-28e796c9f8f6 | prediction_timestamp: 2025-03-28 21:31:00 | delay_probability: 0.44645 | risk_category: Medium | latency_ms: 689
inference_id: 0c2054da-172a-4414-b47e-3de038296936 | shipment_id: 3083ab1d-a67f-4c9b-bcdc-f67b8d839dbf | model_id: 67d90369-db9d-45c8-b928-4f198708a5f6 | prediction_timestamp: 2025-10-21 14:17:00 | delay_probability: 0.39383 | risk_category: Medium | latency_ms: 517
inference_id: 3e8710e8-c0ee-48cb-975c-19d7e2b4c9bf | shipment_id: 440b3d48-9566-4c2d-bf6b-9dbeb7b56e27 | model_id: 39b41e8f-bccc-466d-a88b-003504c15112 | prediction_timestamp: 2025-03-23 21:00:00 | delay_probability: 0.19565 | risk_category: Low | latency_ms: 165
inference_id: 5599d753-cf28-4feb-8c8d-0720694ed2bc | shipment_id: 3a1b5ba2-326c-425d-a144-fc9663e52a05 | model_id: d957123e-f3cf-4056-9c06-e93de6cf3323 | prediction_timestamp: 2025-12-23 10:06:00 | delay_probability: 0.64052 | risk_category: High | latency_ms: 584
inference_id: 8a5aecea-a97f-482a-8704-7632f8a755c2 | shipment_id: 38779e7b-4354-4d84-8d13-0d4fc30faf7b | model_id: ff4b0c8a-c6b5-4c69-a7c7-a9d6621eaadd | prediction_timestamp: 2025-05-27 10:24:00 | delay_probability: 0.245 | risk_category: Low | latency_ms: 207
inference_id: 5ac9ad38-3494-45ac-8caf-d9e7f45d9f7b | shipment_id: 0944bf72-b0b4-42a3-9b85-53af4afb0633 | model_id: 4cc1ddc5-c5ab-46fe-915c-26340a0d5d8b | prediction_timestamp: 2025-03-28 17:32:00 | delay_probability: 0.18344 | risk_category: Low | latency_ms: 778
inference_id: 7d71078a-57d3-4ef9-a984-d9ef9430ca5c | shipment_id: 43771e13-26e6-4a9a-bdcb-7f0b86c3673f | model_id: eaa0aafb-10f2-45fb-a260-e219f6dabf36 | prediction_timestamp: 2025-07-08 15:48:00 | delay_probability: 0.09414 | risk_category: Low | latency_ms: 181
inference_id: a518f6b8-0035-4884-904c-e8f0e0e32c9c | shipment_id: 0bdb0b78-7933-45c0-8bcb-718cfd208d76 | model_id: fa8a2b86-8779-425c-8b30-82602d9085b2 | prediction_timestamp: 2025-05-14 18:26:00 | delay_probability: 0.69435 | risk_category: High | latency_ms: 682
inference_id: c13f7a56-b1b6-4ec5-a796-262caa336926 | shipment_id: 80334439-69d7-449e-8465-79b47fcf2236 | model_id: 9ef0205e-ca03-4f45-a391-7b4873e2cd2a | prediction_timestamp: 2025-11-27 13:26:00 | delay_probability: 0.80861 | risk_category: Critical | latency_ms: 594
inference_id: e6dd420e-dae1-4665-9976-3da317950b9e | shipment_id: d05492f0-0a50-469e-80db-a0b2cf51b4e2 | model_id: 1793d7d1-a19a-48b2-b8d9-9ebd422f0231 | prediction_timestamp: 2025-10-24 16:14:00 | delay_probability: 0.04246 | risk_category: Low | latency_ms: 128
