Sheet Name: AI_Monitoring_Alerts

alert_id: 6bdb5358-2bc5-47ca-88fc-2d7ee42bfccc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 095fcec2-7a82-43af-9b05-26769481008d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 5ff485b5-5d6f-4a28-8413-741b92ccb2c1 | shipment_id: 4c163820-db8e-40e7-b7ec-8ec7c84e0af0 | inference_id: 82b155b7-8a19-48e0-8999-34d598e7f15b | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9b4df535-4f2e-453a-8e02-c61f2fff87ac | shipment_id: b98d371b-37ca-4137-8fbf-74297c62edb8 | inference_id: 61dfda08-236d-4de8-abcc-6f111f925a68 | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 772242bf-3cb8-4a04-9d04-c7d79d2097d9 | shipment_id: 61c84b62-78ef-4cb7-a663-f39043b6932b | inference_id: 4f668fe5-631e-4583-b5b9-cb2ae92723f3 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 1623d56b-fd9d-4a71-9b02-7bbfb2a08aa3 | shipment_id: bb911ae9-ce71-4182-9d66-60903a146a66 | inference_id: e8590b06-bbf8-4df3-9581-4319c6f8485f | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 7e1947d9-0b69-4c5e-a356-929dfb60bc0b | shipment_id: 62440e07-623a-4a0f-833b-be39b3b87021 | inference_id: 8d07be92-fe4b-4466-8aa2-986f70196498 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: d97c6c10-9756-41a2-82e1-f3a49bdc24b0 | shipment_id: 6e6e339e-c6fc-4c9b-88d2-b583ab68123f | inference_id: 3e63cac1-fdd4-4278-83a2-f40e402e9291 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c33f42ff-117f-490f-8900-cf3a630436f4 | shipment_id: 19e1f6c3-cc16-47c5-afa2-67a112dc38b9 | inference_id: 54e1173a-1c4a-48bc-9260-f28aeaa1577d | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: f48e1a3f-1a08-41ab-aa14-3f409edeeb94 | shipment_id: 22ce524a-bee2-455c-8e32-7b1d10ffb469 | inference_id: 40c14e4c-6c39-4b01-8377-214159f970c0 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 30992154-5a2b-4476-a07b-323546fbd25f | shipment_id: 0e1a2bc7-02b3-45c2-b4fa-7bf984f619b1 | inference_id: 61bfd8c2-6acd-4cab-9818-2dda68d649f2 | alert_type: Customs escalation | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: 20a7d385-7a72-4426-a246-ba9facb15bb8 | shipment_id: 050211cd-c661-4952-8bd5-88be9a5947f0 | inference_id: d3ba63e8-0f7b-4bc6-91ba-f2d30ea028bd | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: b21fd688-5195-4875-9ef7-62f633fc5211 | shipment_id: 897ca402-b3fa-44c8-ac47-87e5d94f2df1 | inference_id: 373045a7-bc16-4514-a2b1-8843b3c75836 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 854fa4bd-b2bf-494f-a81d-16fffe8b51b0 | shipment_id: cc75ce93-bd4c-405f-82d7-e5d1a1db1036 | inference_id: 33f2deb1-28bf-4128-a6de-1efcb4cf08bb | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 0f622365-6deb-4776-9563-607836ae044c | shipment_id: f85c2b57-af91-46df-945d-4b6e3bacb5b0 | inference_id: 49dcc9b3-2b63-4b0e-9098-76322ad32710 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: d94da34e-0563-457b-ac89-d352439bec13 | shipment_id: 86c656b4-62ff-41a2-9ea9-91c840773779 | inference_id: bc0646cd-e4d6-45a7-8f74-7e51ee3259da | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 8b9b9f6c-afaa-4999-8e87-97c98730e3a0 | shipment_id: 36f4b0ad-ce62-4763-a14a-e9d85da9f38c | inference_id: 52b68bcc-a76a-4d46-8d39-3868a0ccd577 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 4888b7de-25f7-4d77-9370-2da8274d91ca | shipment_id: eccc4c47-7691-4b51-9faf-9d1d84d4e107 | inference_id: 20f05569-8c04-48ed-b584-74f9b0b01e28 | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: d4e253b8-23a6-4c91-a58d-5054dcbdc581 | shipment_id: 6ffe957b-b09f-477e-a1cc-1da110d7237d | inference_id: fa0b81c8-1ee9-44f0-9064-c3580561943a | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 76eef428-298c-4252-bcde-15a497d39a38 | shipment_id: efc80eed-fe4e-4694-969b-03a59afce486 | inference_id: 873d790f-84e1-445a-ae3d-19f4f517c787 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: b54e8293-0a7d-42cc-ba7f-3472f6dbde90 | shipment_id: 1d366930-792b-4b94-99a9-ba38ba5e96d4 | inference_id: 271ebfda-18f1-4b00-a39e-2c7ecc3fe6ce | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: 2c5f10d9-4fb4-4ccf-99b2-6963407e925b | shipment_id: 41493121-5cc7-4f47-94e9-1139e7b5a6b5 | inference_id: 535666ce-d8b1-4fbd-9771-31f264f30889 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: b15a395a-1934-4b01-8085-0e14462f6b30 | shipment_id: 9d23603f-94c8-4e46-8d5f-e20d9a6b81cc | inference_id: ad110b5e-a745-4ec3-aceb-5b3722dc9128 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 441da97f-bdf6-4ca3-85a5-988f0923f35c | shipment_id: 844b2602-5314-47e6-bb1a-bfeee14931f8 | inference_id: 25712d1c-7951-4e50-bebe-1ce242b82963 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: bf770263-5e52-418a-8ff4-ea3b9b01527f | shipment_id: 16cca165-c838-440a-9dca-556dc15aad9d | inference_id: f5cf1754-201a-4974-bb78-05c698a3a8e6 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 26ff1a3b-b662-4ada-bfdf-0c710e2aca68 | shipment_id: 39932988-054d-4910-9304-0746b1b12914 | inference_id: ab582d55-0909-41e7-a320-387ccd54925d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: fe4d7e71-c45b-43cb-b7d8-a6bc02c7b4b7 | shipment_id: 26a95fdf-ddef-4105-972a-426238762004 | inference_id: 680958c6-d4a8-41ce-87d9-33d02c9acec8 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 222b5c60-3af8-4be3-9fcc-821092a5079a | shipment_id: bbf71d98-b9e8-4987-9312-6b84917c2a1f | inference_id: 06df3200-ef8d-462c-83de-8ae07493c50a | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: bc16e04d-87f4-4765-97cc-aaff481bfce8 | shipment_id: a4144a91-be27-45ba-8bb8-acca81536150 | inference_id: 025b7dee-abdc-4e54-a007-8a60dea477c6 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 48adcab2-704a-4103-96cc-5255f116fe9a | shipment_id: 48ff7a38-a5ed-45a3-9586-c226fc40e789 | inference_id: 30843620-fbd2-4a18-a489-fdba6e598e1d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 46ac0fc7-7d23-44c0-b4d4-34613585e9af | shipment_id: 7d56b23f-e62c-4d4d-a38f-b00c5c106245 | inference_id: aceae713-2d14-4d39-8bd2-ef7a78bb9346 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 09039f98-2b36-46c9-86da-5c1d07749914 | shipment_id: a313eaf1-7a32-4876-bad6-62663df8774d | inference_id: 9a256fe9-574b-4d27-a0f8-a03e6cc8d6a2 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 67712eb7-1351-46dd-9817-59f3e5a282aa | shipment_id: 50d18249-69d5-4860-8f62-af4c2c195077 | inference_id: 7e31d7a8-a534-4c15-aef5-44767a293555 | alert_type: Delay risk | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Resolved
alert_id: b76911ae-ebe7-440a-8060-a8c541749fe7 | shipment_id: 0debc6eb-f0bc-440c-8c95-1c15758a8f5f | inference_id: 29195e97-f634-4d3b-82fd-dbe85e676c42 | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 51869d0e-014b-4971-94d3-54bfc1b470a8 | shipment_id: 223dabe5-8aa6-42c4-b44a-070d0123c8a5 | inference_id: d5db0aca-0f35-4411-ad60-fc12bd04651f | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: b625f733-19e8-4d36-86ab-95240c85b092 | shipment_id: f6c3fdc5-9b4f-490d-a76b-3dcb566333b7 | inference_id: 0c4f13d7-0a5c-41ac-bc8c-285be945458b | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 42539a4a-bcc0-4d84-ab7e-2d4c0569c2c6 | shipment_id: 19439d31-1c90-42d8-81e7-ff163ca7bfbf | inference_id: 59961ba3-5fc2-40f8-99d9-4f19b8c6a3a5 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 72e2e7d2-a8cc-469b-a323-9c057276b877 | shipment_id: 7d306728-54a9-40ae-a160-97f73e0ff2c4 | inference_id: 73aa7bb8-9944-42c3-9285-38a86e3bba4a | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 52ab4172-0f22-4433-bb06-5a35221505e1 | shipment_id: 4868dfef-5d3d-4374-957e-a7ccbc59fc7b | inference_id: 0713455a-ce6c-4c4b-b911-0615af041c2f | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 6696b389-d496-4a78-a145-18a390eb3ccc | shipment_id: f6859e8c-194e-497d-bca9-948b23f5bf2a | inference_id: 972b34e2-77bb-4992-ad1b-d86007bed4ce | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: e47270f7-fe8d-4d1d-965a-52095d46deaf | shipment_id: 3df2c137-16a6-4cd6-95b4-8a27b810e8cc | inference_id: 940c387e-f4d8-44b2-990c-6523f6faac1d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 789b962f-9cc8-4ac9-846c-b86849b75acd | shipment_id: 448bbd2c-7655-4eb8-b529-40d1ab659108 | inference_id: 58a97a74-ef92-4035-b279-cba45bf7f375 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: e466d303-1b42-428f-bc56-b74971210bc3 | shipment_id: 4fb21a69-05f1-4603-9592-96be697d7922 | inference_id: 357e0599-7398-4d01-b7d4-79fb9e64af4e | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: d2b3ccf1-4c64-4b32-8193-b44146b94570 | shipment_id: 032f0aeb-c797-445d-b681-5b79eef0c3d8 | inference_id: 1f458b0c-1081-4f31-8606-2667b494068a | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: b86c0e0b-ad78-4e99-a4d9-febf90e04204 | shipment_id: a92ba009-2bfe-4eb5-bbf8-28032eaf4213 | inference_id: 5cdd74b2-b3d9-479c-a8b9-15270e02f5f0 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9a425bc0-0d9c-44c5-911d-c60dfd828a74 | shipment_id: cc31e987-37bb-483a-a89f-d76c2f1eea28 | inference_id: 21d6abee-ae0d-461f-983b-f32034ed9724 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 05fd16d7-650c-44bf-a9dd-1b46dff514a4 | shipment_id: a0920ce4-a13c-4422-81a2-6e920bacb557 | inference_id: eb9c4f5b-bca1-4fe5-aa36-3c6e5c70518c | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: a03d0703-ef89-45d9-a9af-3be772030b35 | shipment_id: aa2b1747-5be4-4d44-b95d-acc224e0a715 | inference_id: 8259e81c-8862-4aaf-931f-efbe8cc15819 | alert_type: Anomaly | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Acknowledged
alert_id: a19be597-9409-47db-8121-27657a9322b9 | shipment_id: bc7f9cad-8424-4dde-93a6-45de3600ec56 | inference_id: 6da1c243-b6d3-4d6e-b5ff-f2ff2595f9fc | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: fc690b46-0327-455c-ad85-b7c73ae32500 | shipment_id: 0c20978b-c412-4c66-853b-e8d58f289d85 | inference_id: 23ad4d05-9fad-4b89-94e1-f2b3cf394ff9 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 767c33f8-5393-41fe-b496-2f73e0de90d0 | shipment_id: 7b24dfe5-2e67-4b11-b44b-99cbd8f76a66 | inference_id: 15bc40ab-d995-4cfc-acd3-a412151a5693 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 77ba4c23-d469-476b-86f3-a7b964be1b58 | shipment_id: f1a051a7-c36b-408f-983d-4832aed2c367 | inference_id: 6d6a391e-bb09-4fe3-809b-316da78cf80d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 84a7d71d-771e-42a0-be77-472942871f0a | shipment_id: 1f09db39-806f-4bbb-a345-63cbcc66c1f1 | inference_id: 5dda9484-a18e-46b3-9c16-debd270a5369 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 10a624ec-9947-4071-b652-b467fb0d6c47 | shipment_id: fb4ff83e-308f-4306-ad20-602bab999019 | inference_id: 75d874e3-fac5-4947-b8fc-3089cb94d4e8 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 33f44638-0c5a-4779-b72f-4d91d5abbc45 | shipment_id: 82e46c05-0474-47d1-b8ee-636e5744e52d | inference_id: d772994c-5a3f-4c49-981f-c0890ac66cd6 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 268843d3-a88f-4eea-83bb-70ef20a04ab8 | shipment_id: 03493b3a-625f-4934-85f9-bec7f07481c8 | inference_id: 64c882b6-0607-4ae9-8a63-243842067524 | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
