Sheet Name: Vehicles

vehicle_id: a7a7c694-8da6-4c10-a00e-367e67b16b2d | vehicle_number: RA-3523-1 | vehicle_type: Rail | capacity_kg: 435344.38 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 56651534-5f1a-497e-9b75-c50b0c4bf1a0 | vehicle_number: TR-2008-128 | vehicle_type: Truck | capacity_kg: 23212.6 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 9866f1b1-521c-4c91-8878-07197d898d7c | vehicle_number: TR-3194-129 | vehicle_type: Truck | capacity_kg: 24871.64 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 15
vehicle_id: 706c7275-0bab-457a-bd82-2356962aee3c | vehicle_number: TR-2380-130 | vehicle_type: Truck | capacity_kg: 15238.47 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 18
vehicle_id: b2506f58-4878-41af-ac49-15cedc93d889 | vehicle_number: SH-7619-131 | vehicle_type: Ship | capacity_kg: 23909834.75 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 1
vehicle_id: 2db92d9e-d13b-424e-9c83-73e8f9e6fdd9 | vehicle_number: TR-8098-132 | vehicle_type: Truck | capacity_kg: 25427.38 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 10
vehicle_id: ba856226-7796-4427-996a-8acf5b325541 | vehicle_number: TR-2476-133 | vehicle_type: Truck | capacity_kg: 25032.2 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: f59cc9b4-ee15-45cf-bb9b-91826e37d2f8 | vehicle_number: TR-4402-134 | vehicle_type: Truck | capacity_kg: 22917.17 | fuel_type: Marine Fuel | maintenance_status: Under Maintenance | vehicle_age: 9
vehicle_id: 9b6d33ce-15ed-4de5-8742-fcfb9d610d13 | vehicle_number: TR-1067-135 | vehicle_type: Truck | capacity_kg: 3410.5 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 14
vehicle_id: fda2b002-042e-4c8d-8bf5-796e4ac7d831 | vehicle_number: TR-9458-136 | vehicle_type: Truck | capacity_kg: 26894.24 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 19e9cd6b-2c79-4660-9119-046cbe01a729 | vehicle_number: SH-5777-137 | vehicle_type: Ship | capacity_kg: 1917477.46 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 9
vehicle_id: 24726c37-f956-4e77-8ad1-db030cb61d18 | vehicle_number: SH-4744-138 | vehicle_type: Ship | capacity_kg: 8445928.17 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 725ff19f-0331-4a4f-8aba-b560a6e046b9 | vehicle_number: TR-2797-139 | vehicle_type: Truck | capacity_kg: 4514.95 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 6a8e0476-cb75-479e-94ee-716acd3d027b | vehicle_number: TR-3438-140 | vehicle_type: Truck | capacity_kg: 7948.99 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: 79e3b8fe-59de-4da0-8b12-04c7cd9cd54b | vehicle_number: AI-2143-141 | vehicle_type: Aircraft | capacity_kg: 107015.66 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 2
vehicle_id: d6ea9dd1-bb31-4a25-811c-0ab66b1a9dc9 | vehicle_number: TR-3553-142 | vehicle_type: Truck | capacity_kg: 27979.41 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 9e302174-eb71-457e-a228-89dd0a5e8c22 | vehicle_number: TR-4923-143 | vehicle_type: Truck | capacity_kg: 26946.8 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 17
vehicle_id: a51a097e-2e06-45c3-afc4-4edf47330486 | vehicle_number: RA-9092-144 | vehicle_type: Rail | capacity_kg: 348216.23 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 8b81669c-8a98-462d-b4b5-13fe3f8f45fe | vehicle_number: TR-4696-145 | vehicle_type: Truck | capacity_kg: 9976.6 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 11
vehicle_id: 7b0041a3-b58b-4aaa-9cb2-05d936a72e1c | vehicle_number: TR-2884-146 | vehicle_type: Truck | capacity_kg: 3457.44 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 14
vehicle_id: be7267ab-1eef-410c-923d-0df375a31bc5 | vehicle_number: TR-1714-147 | vehicle_type: Truck | capacity_kg: 11825.34 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: bd0b8e88-2ae5-47d4-a26f-81e0e6437ae5 | vehicle_number: AI-7441-148 | vehicle_type: Aircraft | capacity_kg: 71981.11 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 7
vehicle_id: 17bdfa93-edc3-484c-ab88-c81b85b8dcff | vehicle_number: TR-8737-149 | vehicle_type: Truck | capacity_kg: 9903.95 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: ded1dcdb-572f-42cb-af38-824d851fdfd6 | vehicle_number: TR-8457-150 | vehicle_type: Truck | capacity_kg: 25129.41 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 070634ad-0f74-48a2-b264-eaf9fde2513c | vehicle_number: TR-8874-151 | vehicle_type: Truck | capacity_kg: 20422.61 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: a8232d3a-01a4-4b01-952a-489f9081a0bb | vehicle_number: SH-1408-152 | vehicle_type: Ship | capacity_kg: 19036901.41 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 5eec5ad5-9620-4d5b-8d26-102123e5c1d5 | vehicle_number: SH-9856-153 | vehicle_type: Ship | capacity_kg: 22697473.53 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 8cbdfe83-a821-4135-a12d-b44466a88efe | vehicle_number: TR-4182-154 | vehicle_type: Truck | capacity_kg: 10290.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 6972664a-f90a-4570-94f8-7677777607c1 | vehicle_number: TR-4103-155 | vehicle_type: Truck | capacity_kg: 26450.26 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 3ff49c84-47f6-41fb-a948-9a0d88f6f2d8 | vehicle_number: SH-9848-156 | vehicle_type: Ship | capacity_kg: 7662874.92 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: ea1653fb-dd71-40c9-96d2-54eb639caa45 | vehicle_number: TR-5078-157 | vehicle_type: Truck | capacity_kg: 4478.02 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 284a5ac9-477c-4b81-95d2-7c60215110f7 | vehicle_number: TR-9137-158 | vehicle_type: Truck | capacity_kg: 3658.12 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: ded1b546-5105-4fe9-ba82-c49eb657efb3 | vehicle_number: SH-1265-159 | vehicle_type: Ship | capacity_kg: 15089881.63 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: b3cb6583-581c-444e-af90-c2e3cdc8c055 | vehicle_number: TR-5581-160 | vehicle_type: Truck | capacity_kg: 12652.06 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: d151133f-eadd-415b-87db-3ca8da527c2f | vehicle_number: AI-5575-161 | vehicle_type: Aircraft | capacity_kg: 133550.11 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 5aaf0018-be80-4b1e-b8b9-c68e8ca4cbfb | vehicle_number: RA-8209-162 | vehicle_type: Rail | capacity_kg: 360758.45 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 4bdd1d54-afc4-4063-b2fd-90bde4bbdcc9 | vehicle_number: RA-5880-163 | vehicle_type: Rail | capacity_kg: 68752.94 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 12
vehicle_id: e6f96a29-783b-4fdf-8c17-fa2999c54480 | vehicle_number: AI-8864-164 | vehicle_type: Aircraft | capacity_kg: 13801.15 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 16
vehicle_id: 69638766-c160-4ea3-a0a3-5b83f268243d | vehicle_number: RA-7168-165 | vehicle_type: Rail | capacity_kg: 622185.38 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 10
vehicle_id: 4e7dcd4e-7a1f-42a4-a329-cd1faf8842fd | vehicle_number: AI-7791-166 | vehicle_type: Aircraft | capacity_kg: 136244.3 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 967c35ce-254e-4ecc-8fa3-4b46cb79ac7e | vehicle_number: RA-9344-167 | vehicle_type: Rail | capacity_kg: 214406.92 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 18
vehicle_id: 6c3cdc46-4419-4181-81eb-dc171f002d33 | vehicle_number: RA-9921-168 | vehicle_type: Rail | capacity_kg: 296993.11 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 04ae051c-8a89-42f1-b33e-ca98308d93c0 | vehicle_number: RA-5213-169 | vehicle_type: Rail | capacity_kg: 661181.92 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 0b21fe57-1da2-4049-bd0c-99e78770c1fb | vehicle_number: TR-9596-170 | vehicle_type: Truck | capacity_kg: 12269.68 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: a6001a01-219a-4663-8d89-f0143eba86b5 | vehicle_number: TR-7791-171 | vehicle_type: Truck | capacity_kg: 7733.6 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 2
vehicle_id: 75142092-c866-4232-98eb-e7d3d56997b2 | vehicle_number: SH-1369-172 | vehicle_type: Ship | capacity_kg: 22913832.55 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: f918581e-2fa5-456f-83f6-a675ed9f0c11 | vehicle_number: RA-6385-173 | vehicle_type: Rail | capacity_kg: 690511.78 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 6469d99c-e277-4a12-b8c1-0c012a33eb7d | vehicle_number: TR-4358-174 | vehicle_type: Truck | capacity_kg: 14254.41 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: bdeea0ff-f70e-4e68-b07c-9126f0a60aeb | vehicle_number: TR-8792-175 | vehicle_type: Truck | capacity_kg: 7757.88 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 921f75da-ee35-462b-98fd-c33997631328 | vehicle_number: SH-3621-176 | vehicle_type: Ship | capacity_kg: 10048951.81 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: ca8445f3-c03e-4463-a4c6-1c897027dfab | vehicle_number: TR-6853-177 | vehicle_type: Truck | capacity_kg: 9924.38 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 316c70c8-34cf-4426-bf41-b97dc151ed3c | vehicle_number: TR-5268-178 | vehicle_type: Truck | capacity_kg: 25354.7 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 615e2b2e-1cf4-4a53-ac8b-95afa2d2b75e | vehicle_number: SH-2719-179 | vehicle_type: Ship | capacity_kg: 17073234.42 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 7
vehicle_id: a1d47c32-ad17-4303-a02b-48c1e75b405b | vehicle_number: SH-1129-180 | vehicle_type: Ship | capacity_kg: 12237396.98 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 18
vehicle_id: 763b796f-596c-49a8-b27a-7c38d1ba3ccb | vehicle_number: TR-6282-181 | vehicle_type: Truck | capacity_kg: 20481.53 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: ba51a613-641a-4579-866d-54fc0bc45aa9 | vehicle_number: AI-6141-182 | vehicle_type: Aircraft | capacity_kg: 53352.64 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: a26ec0fc-aae6-4339-b703-981db6305151 | vehicle_number: TR-9073-183 | vehicle_type: Truck | capacity_kg: 26165.64 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 62e5d532-3828-4879-b466-b4fa14d598be | vehicle_number: TR-9643-184 | vehicle_type: Truck | capacity_kg: 21295.58 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: b7975d7a-4e10-49fe-b252-43fed5ef7dc6 | vehicle_number: TR-9302-185 | vehicle_type: Truck | capacity_kg: 26350.37 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 16
vehicle_id: add9c827-9ed9-4270-bfc5-9240fe3eab48 | vehicle_number: RA-1371-186 | vehicle_type: Rail | capacity_kg: 237549.87 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 17
vehicle_id: 50004cad-50ac-41d1-82e3-c2733b16c2c0 | vehicle_number: TR-2370-187 | vehicle_type: Truck | capacity_kg: 27834.12 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: bcd84f76-f086-4f50-a4d4-8aec72a3142b | vehicle_number: TR-5921-188 | vehicle_type: Truck | capacity_kg: 4329.89 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: a52844d4-eb65-47cb-b066-1bd2de6e011b | vehicle_number: SH-8482-189 | vehicle_type: Ship | capacity_kg: 20749441.19 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 11
vehicle_id: c0b93d08-b60c-44ff-838d-54f6617b5d6f | vehicle_number: SH-3145-190 | vehicle_type: Ship | capacity_kg: 20858883.46 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 808bb25f-6dcb-49db-80fe-3988953fa7c2 | vehicle_number: TR-9392-191 | vehicle_type: Truck | capacity_kg: 27784.99 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 14
vehicle_id: 9cf51e99-d69a-4164-ba96-aa1b6efcfbc2 | vehicle_number: TR-6582-192 | vehicle_type: Truck | capacity_kg: 19857.62 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 7
vehicle_id: c647c720-5fda-4ee9-a3ed-10ac1dfd49dd | vehicle_number: AI-1014-193 | vehicle_type: Aircraft | capacity_kg: 134763.61 | fuel_type: Jet Fuel | maintenance_status: Under Maintenance | vehicle_age: 16
vehicle_id: 9b28304c-84c4-4167-9221-b9e0c32bbb5c | vehicle_number: RA-2886-194 | vehicle_type: Rail | capacity_kg: 165747.33 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 7e8a058d-12ab-4dd9-a888-f9d6ad74fa4c | vehicle_number: TR-6679-195 | vehicle_type: Truck | capacity_kg: 21859.64 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 7
vehicle_id: 615b715f-d7aa-457a-bc2d-ab245d068e4f | vehicle_number: TR-8291-196 | vehicle_type: Truck | capacity_kg: 11333.4 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 10
vehicle_id: d5782ede-c61a-466c-9a51-2ee86eacd9c5 | vehicle_number: SH-7367-197 | vehicle_type: Ship | capacity_kg: 12737583.25 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: ed5a495d-6d7a-48ab-baba-118bc4b94350 | vehicle_number: TR-4063-198 | vehicle_type: Truck | capacity_kg: 25981.12 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: b40be659-91a7-4d66-89f5-abc1b2b33d6d | vehicle_number: TR-3601-199 | vehicle_type: Truck | capacity_kg: 8101.27 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 1d35ff63-e07a-45f7-9ade-2570f730f72f | vehicle_number: TR-5905-200 | vehicle_type: Truck | capacity_kg: 8852.24 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: f7303e38-638c-411e-8d49-6c3798d83a8d | vehicle_number: SH-7998-201 | vehicle_type: Ship | capacity_kg: 5751479.08 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 00449f09-6bc5-464f-9cf2-402dd6ae6d89 | vehicle_number: SH-4124-202 | vehicle_type: Ship | capacity_kg: 4521011.83 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 8a2b1b25-5dbc-4132-af37-ed780924403a | vehicle_number: TR-4037-203 | vehicle_type: Truck | capacity_kg: 11910.5 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 386a5dc8-e493-46aa-92bb-62d556272b43 | vehicle_number: TR-7689-204 | vehicle_type: Truck | capacity_kg: 18478.3 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 7b370fad-c245-4056-abbc-244d9680d35b | vehicle_number: RA-8504-205 | vehicle_type: Rail | capacity_kg: 462396.84 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: cb5ef259-4510-4e72-bb85-93f922698629 | vehicle_number: SH-9736-206 | vehicle_type: Ship | capacity_kg: 23618976.51 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 13
vehicle_id: b0dde41a-9e60-4039-9ad5-b3d9cd7cd7c9 | vehicle_number: TR-2872-207 | vehicle_type: Truck | capacity_kg: 22517.69 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 65771674-51a5-4305-9c92-61707ed2fab2 | vehicle_number: TR-3407-208 | vehicle_type: Truck | capacity_kg: 21593.53 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 6c103cf5-c9e0-4719-8d67-7b64f415e2fe | vehicle_number: SH-9998-209 | vehicle_type: Ship | capacity_kg: 21938608.56 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: a587a30c-da5b-4bce-b7fd-9ce5cb05a025 | vehicle_number: SH-5069-210 | vehicle_type: Ship | capacity_kg: 6878249.06 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 274d4100-bde4-42e6-8b5b-142f5857d539 | vehicle_number: TR-2429-211 | vehicle_type: Truck | capacity_kg: 18752.92 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: 83dfa4ad-b3bc-4561-8488-6cc8e3026294 | vehicle_number: AI-8243-212 | vehicle_type: Aircraft | capacity_kg: 95519.03 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 10
vehicle_id: a090ea10-a570-4a30-81bf-f0848a9d1e93 | vehicle_number: TR-4887-213 | vehicle_type: Truck | capacity_kg: 15593.67 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 5111781d-e4d3-4a4e-8421-759b35db19bb | vehicle_number: RA-6635-214 | vehicle_type: Rail | capacity_kg: 527707.23 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 6
vehicle_id: 40f3e8a0-434e-40fb-a906-1a5da00ed318 | vehicle_number: TR-9915-215 | vehicle_type: Truck | capacity_kg: 13328.28 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 0ead018f-be54-40ae-99f7-1e10a45fc710 | vehicle_number: AI-3181-216 | vehicle_type: Aircraft | capacity_kg: 119515.18 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: bb2e5096-4330-40c7-b1e6-a5ba9d05a064 | vehicle_number: TR-2045-217 | vehicle_type: Truck | capacity_kg: 7957.76 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 8fe9ad32-b989-41aa-ad1d-b03f2e85e9b5 | vehicle_number: TR-8125-218 | vehicle_type: Truck | capacity_kg: 26565.1 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: 869498f5-c125-4f2e-ad49-ee0a020fa0ec | vehicle_number: TR-2515-219 | vehicle_type: Truck | capacity_kg: 3843.43 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 4
vehicle_id: 841f0c4f-2aea-47cd-a869-54eaff3a2668 | vehicle_number: TR-6989-220 | vehicle_type: Truck | capacity_kg: 10266.99 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 3474f807-3ba1-4cc1-b96f-c6faaa663308 | vehicle_number: TR-4098-221 | vehicle_type: Truck | capacity_kg: 13761.33 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: f7a8ce6c-7ba5-4be5-930e-9a05e931fb0a | vehicle_number: TR-1543-222 | vehicle_type: Truck | capacity_kg: 27770.0 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: a14665ff-0ab6-45d6-88b7-d0851f4b1f95 | vehicle_number: TR-9030-223 | vehicle_type: Truck | capacity_kg: 20692.8 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 9c82770a-b9e0-4645-a606-8ae8443962b8 | vehicle_number: TR-8032-224 | vehicle_type: Truck | capacity_kg: 20911.28 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 3aeeb275-08ee-42a4-a8eb-77ab695bfb28 | vehicle_number: TR-1947-225 | vehicle_type: Truck | capacity_kg: 24261.56 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 4036796a-d174-4a86-a679-d0a2f37a240c | vehicle_number: TR-9997-226 | vehicle_type: Truck | capacity_kg: 7751.95 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: f32cebca-b547-4d1d-8ecf-7c41659d2ab8 | vehicle_number: TR-4267-227 | vehicle_type: Truck | capacity_kg: 18383.66 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 2
vehicle_id: 54338feb-3f8f-4aad-aa03-417207c8bcc3 | vehicle_number: SH-4770-228 | vehicle_type: Ship | capacity_kg: 8028984.45 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 3cf6ead4-02ca-49c1-ac08-af4a9b5bc07f | vehicle_number: SH-5568-229 | vehicle_type: Ship | capacity_kg: 23698042.32 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 25204fbf-50d6-4960-9e45-118cf039ec4c | vehicle_number: TR-7018-230 | vehicle_type: Truck | capacity_kg: 5373.99 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 9d6928dc-f82e-45d6-ba81-7341bd6c0f66 | vehicle_number: TR-7185-231 | vehicle_type: Truck | capacity_kg: 10941.29 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 85dd106b-9cde-4480-b6d8-c6f974a8a0e5 | vehicle_number: TR-5791-232 | vehicle_type: Truck | capacity_kg: 27081.61 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 3
vehicle_id: 58b637c9-2a26-4eb2-bfa7-9d517d6a1553 | vehicle_number: TR-3202-233 | vehicle_type: Truck | capacity_kg: 25140.61 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 1f1d04b0-d2ab-4db0-8338-f674e70498e9 | vehicle_number: SH-5324-234 | vehicle_type: Ship | capacity_kg: 19423665.67 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 3
vehicle_id: 9030befa-948b-4fcd-b850-ffdcaa8cc043 | vehicle_number: TR-6666-235 | vehicle_type: Truck | capacity_kg: 20448.01 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 15
