Sheet Name: Weather

weather_id: 6740d2f9-10b2-4458-8e77-f07d72eeb2e2 | city: Guangzhou | forecast_date: 2025-09-04 00:00:00 | weather_condition: High Wind | temperature: 26.03 | rainfall: 10.98 | humidity: 30.19 | wind_speed: 39.45 | visibility: 5.13
weather_id: 767b5148-17cd-43b1-a58b-e75e0423ce0d | city: Bremen | forecast_date: 2025-03-27 00:00:00 | weather_condition: Cloudy | temperature: 29.75 | rainfall: 0.63 | humidity: 32.27 | wind_speed: 13.74 | visibility: 8.27
weather_id: 28938fe8-8ec0-4be8-9ead-0aec537a1f43 | city: Felixstowe | forecast_date: 2026-04-26 00:00:00 | weather_condition: Clear | temperature: 27.52 | rainfall: 0.0 | humidity: 94.45 | wind_speed: 29.17 | visibility: 8.32
weather_id: 19dfb28b-994f-4a5f-b921-a0fd03c1d97f | city: Incheon | forecast_date: 2026-03-25 00:00:00 | weather_condition: Clear | temperature: 34.78 | rainfall: 0.0 | humidity: 72.71 | wind_speed: 19.57 | visibility: 13.48
weather_id: 80147162-9ea5-460f-9173-745c5e505719 | city: Delhi | forecast_date: 2025-08-19 00:00:00 | weather_condition: Cloudy | temperature: 16.73 | rainfall: 1.7 | humidity: 63.42 | wind_speed: 21.87 | visibility: 14.86
weather_id: ebb7c77d-d9e3-4793-b512-74e65b012583 | city: New York | forecast_date: 2025-07-30 00:00:00 | weather_condition: Clear | temperature: 28.93 | rainfall: 0.0 | humidity: 41.02 | wind_speed: 7.87 | visibility: 14.77
weather_id: 78d206d7-0c65-4c62-b787-73d73b8d2156 | city: Delhi | forecast_date: 2026-06-05 00:00:00 | weather_condition: Cloudy | temperature: 28.96 | rainfall: 0.53 | humidity: 79.74 | wind_speed: 20.02 | visibility: 8.53
weather_id: 39b31588-70ae-43d6-ab14-0d2b38ddfd20 | city: Tokyo | forecast_date: 2025-08-26 00:00:00 | weather_condition: Rain | temperature: 25.45 | rainfall: 14.18 | humidity: 91.58 | wind_speed: 21.7 | visibility: 10.35
weather_id: 4a5d0495-7b3a-4310-9516-c67197b7453b | city: Osaka | forecast_date: 2026-05-09 00:00:00 | weather_condition: Storm | temperature: 28.17 | rainfall: 68.44 | humidity: 31.26 | wind_speed: 59.63 | visibility: 1.98
weather_id: 6e27ab18-6087-485d-965f-81251399f6a2 | city: Manchester | forecast_date: 2026-03-07 00:00:00 | weather_condition: Rain | temperature: 31.9 | rainfall: 26.42 | humidity: 87.3 | wind_speed: 10.16 | visibility: 8.68
weather_id: 5a8762a2-b3ba-4973-923f-634e29ea8f95 | city: Chennai | forecast_date: 2025-12-24 00:00:00 | weather_condition: Heavy Rain | temperature: 33.65 | rainfall: 67.34 | humidity: 82.72 | wind_speed: 21.41 | visibility: 2.52
weather_id: fda74252-7dd7-48f2-b30e-8181ccd83462 | city: Hyderabad | forecast_date: 2025-12-24 00:00:00 | weather_condition: Rain | temperature: 19.89 | rainfall: 14.81 | humidity: 52.52 | wind_speed: 19.16 | visibility: 10.86
weather_id: 9273b820-a3dd-4995-b2b8-c871d5ad7dee | city: Abu Dhabi | forecast_date: 2025-06-22 00:00:00 | weather_condition: Clear | temperature: 24.67 | rainfall: 0.0 | humidity: 59.76 | wind_speed: 18.99 | visibility: 13.22
weather_id: 4467eb74-1608-4921-8311-3c94eee16930 | city: Dubai | forecast_date: 2025-11-01 00:00:00 | weather_condition: Clear | temperature: 14.55 | rainfall: 0.0 | humidity: 32.26 | wind_speed: 13.25 | visibility: 13.93
weather_id: 32428c07-7179-4d37-a262-a6ba1455b600 | city: Abu Dhabi | forecast_date: 2025-05-06 00:00:00 | weather_condition: Clear | temperature: 20.79 | rainfall: 0.0 | humidity: 48.57 | wind_speed: 3.44 | visibility: 6.85
weather_id: 1755a3be-c00e-4710-ad98-29494eec8110 | city: Incheon | forecast_date: 2026-01-27 00:00:00 | weather_condition: Rain | temperature: 19.13 | rainfall: 24.43 | humidity: 63.28 | wind_speed: 6.35 | visibility: 11.41
weather_id: 653e1c55-8e89-4206-acba-1b4a19f9b68f | city: Hamburg | forecast_date: 2026-05-25 00:00:00 | weather_condition: Fog | temperature: 14.19 | rainfall: 10.58 | humidity: 59.59 | wind_speed: 15.08 | visibility: 1.4
weather_id: 0d8679b5-5023-4f1f-8626-2faa128a62ce | city: Osaka | forecast_date: 2025-09-07 00:00:00 | weather_condition: Rain | temperature: 17.94 | rainfall: 30.7 | humidity: 77.17 | wind_speed: 28.56 | visibility: 14.52
weather_id: 054e7448-bef1-4d9b-a63e-133c08408951 | city: Singapore | forecast_date: 2025-12-28 00:00:00 | weather_condition: Rain | temperature: 18.43 | rainfall: 20.85 | humidity: 66.47 | wind_speed: 5.06 | visibility: 7.72
weather_id: e094961b-d514-448f-9f47-bff13cd5e823 | city: Mumbai | forecast_date: 2025-06-19 00:00:00 | weather_condition: Clear | temperature: 22.2 | rainfall: 0.0 | humidity: 58.85 | wind_speed: 30.53 | visibility: 9.95
weather_id: 3a2b10d9-fe51-4f29-bff2-180c3d1307ab | city: Shenzhen | forecast_date: 2025-01-17 00:00:00 | weather_condition: Heavy Rain | temperature: 11.25 | rainfall: 70.29 | humidity: 67.88 | wind_speed: 26.22 | visibility: 4.83
weather_id: 07b0bb88-3e7b-46bb-9c47-6600290c7c3b | city: Shanghai | forecast_date: 2025-01-15 00:00:00 | weather_condition: Clear | temperature: 31.7 | rainfall: 0.0 | humidity: 79.8 | wind_speed: 27.83 | visibility: 5.82
weather_id: 572e9a8e-28f4-421d-805e-ac919a9b8042 | city: Busan | forecast_date: 2025-04-11 00:00:00 | weather_condition: Clear | temperature: 30.11 | rainfall: 0.0 | humidity: 50.29 | wind_speed: 4.35 | visibility: 6.52
weather_id: 4cce2f55-8fe3-488f-a5e1-9564ea55329b | city: Bremen | forecast_date: 2025-05-03 00:00:00 | weather_condition: Clear | temperature: 27.79 | rainfall: 0.0 | humidity: 59.19 | wind_speed: 19.84 | visibility: 14.25
weather_id: 23936434-5754-4193-a74a-3ed0c3e6eee9 | city: Rotterdam | forecast_date: 2025-10-07 00:00:00 | weather_condition: Heavy Rain | temperature: 27.0 | rainfall: 103.36 | humidity: 36.3 | wind_speed: 10.4 | visibility: 4.9
weather_id: c866adf5-da54-4b2b-acdc-6aed4dc1ee57 | city: Hyderabad | forecast_date: 2025-08-17 00:00:00 | weather_condition: Heavy Rain | temperature: 22.54 | rainfall: 38.92 | humidity: 88.52 | wind_speed: 15.89 | visibility: 1.32
weather_id: 89f3f732-d227-42d2-9d89-8841c3bb2ce9 | city: Incheon | forecast_date: 2025-07-04 00:00:00 | weather_condition: Heavy Rain | temperature: 30.91 | rainfall: 71.97 | humidity: 44.23 | wind_speed: 32.01 | visibility: 1.05
weather_id: 01ea9090-f66f-4c50-a481-d59af861a6ce | city: Guangzhou | forecast_date: 2026-03-25 00:00:00 | weather_condition: Clear | temperature: 27.68 | rainfall: 0.0 | humidity: 88.62 | wind_speed: 7.15 | visibility: 9.32
weather_id: b66119a1-ff4b-4384-b53d-7cb72787a72f | city: Kolkata | forecast_date: 2025-01-03 00:00:00 | weather_condition: Clear | temperature: 20.36 | rainfall: 0.0 | humidity: 42.11 | wind_speed: 11.08 | visibility: 5.74
weather_id: f2db7cb1-2207-453e-802b-24ff611711c8 | city: Houston | forecast_date: 2026-05-15 00:00:00 | weather_condition: Cloudy | temperature: 20.05 | rainfall: 2.5 | humidity: 67.52 | wind_speed: 16.94 | visibility: 11.59
weather_id: a23a123c-ad33-4c7c-8107-92086df81b07 | city: Osaka | forecast_date: 2025-08-06 00:00:00 | weather_condition: Heavy Rain | temperature: 30.09 | rainfall: 42.27 | humidity: 56.2 | wind_speed: 28.15 | visibility: 3.78
weather_id: 481a45d7-0979-42ca-b0e1-6c7ad6ea3259 | city: Frankfurt | forecast_date: 2025-12-01 00:00:00 | weather_condition: Clear | temperature: 23.1 | rainfall: 0.0 | humidity: 87.02 | wind_speed: 3.73 | visibility: 9.14
weather_id: e3517c9d-317a-4011-bee8-c3af6ea15aca | city: Mumbai | forecast_date: 2025-06-07 00:00:00 | weather_condition: Cloudy | temperature: 20.32 | rainfall: 0.86 | humidity: 90.53 | wind_speed: 25.25 | visibility: 9.54
weather_id: 4695224b-5a53-4e70-bef1-e5a6dabe2ecf | city: Osaka | forecast_date: 2025-08-18 00:00:00 | weather_condition: Clear | temperature: 18.42 | rainfall: 0.0 | humidity: 91.45 | wind_speed: 14.97 | visibility: 9.52
weather_id: f0eb6941-8634-4dec-8dd3-345cf6cdc050 | city: Manchester | forecast_date: 2025-11-11 00:00:00 | weather_condition: Rain | temperature: 17.83 | rainfall: 28.13 | humidity: 57.48 | wind_speed: 31.81 | visibility: 9.18
weather_id: bda758a5-9b17-4f46-a1d7-721636102ed1 | city: Busan | forecast_date: 2026-05-03 00:00:00 | weather_condition: Storm | temperature: 24.57 | rainfall: 99.31 | humidity: 47.27 | wind_speed: 56.21 | visibility: 1.36
weather_id: 2ca15de1-64c4-4fbd-be4d-5a9b9b4ed98f | city: Rotterdam | forecast_date: 2025-11-05 00:00:00 | weather_condition: Fog | temperature: 12.02 | rainfall: 10.76 | humidity: 44.92 | wind_speed: 18.11 | visibility: 1.59
weather_id: a18e5625-bb65-4985-a237-2f2c63e46fec | city: Frankfurt | forecast_date: 2026-04-21 00:00:00 | weather_condition: Storm | temperature: 25.39 | rainfall: 81.9 | humidity: 46.74 | wind_speed: 82.38 | visibility: 0.51
weather_id: 81e04c44-22c9-43c0-bd25-5a9f75682299 | city: Ningbo | forecast_date: 2025-12-01 00:00:00 | weather_condition: Heavy Rain | temperature: 19.36 | rainfall: 108.4 | humidity: 34.37 | wind_speed: 16.32 | visibility: 4.81
weather_id: 379bddce-d731-4bef-ab04-9992cf11d554 | city: Chicago | forecast_date: 2025-03-15 00:00:00 | weather_condition: Rain | temperature: 17.85 | rainfall: 22.5 | humidity: 50.27 | wind_speed: 6.35 | visibility: 9.51
weather_id: 55d42c94-32bd-480a-90bb-5429f138ea93 | city: Osaka | forecast_date: 2026-01-24 00:00:00 | weather_condition: Cloudy | temperature: 15.91 | rainfall: 1.85 | humidity: 45.85 | wind_speed: 7.51 | visibility: 10.19
weather_id: 3573aa17-e0c8-4a44-8c04-890a3f51da0c | city: Rotterdam | forecast_date: 2026-03-23 00:00:00 | weather_condition: Fog | temperature: 5.13 | rainfall: 4.58 | humidity: 70.93 | wind_speed: 28.53 | visibility: 0.27
weather_id: 27374d49-1921-48f5-87bf-b2f45b7cb2a6 | city: Dubai | forecast_date: 2025-10-25 00:00:00 | weather_condition: Clear | temperature: 21.2 | rainfall: 0.0 | humidity: 80.15 | wind_speed: 32.29 | visibility: 12.32
weather_id: 93c4b3e3-a1d5-49a3-8ba3-39bbb9020dea | city: London | forecast_date: 2025-04-15 00:00:00 | weather_condition: Heavy Rain | temperature: 17.56 | rainfall: 101.24 | humidity: 87.61 | wind_speed: 3.05 | visibility: 2.35
weather_id: 398d28b6-6a1e-474a-baa3-c83f2e94e4f2 | city: Singapore | forecast_date: 2025-08-06 00:00:00 | weather_condition: Clear | temperature: 25.75 | rainfall: 0.0 | humidity: 57.1 | wind_speed: 10.46 | visibility: 12.52
weather_id: 760a69a1-5441-4075-bab5-1d4918625a63 | city: Manchester | forecast_date: 2026-06-26 00:00:00 | weather_condition: Clear | temperature: 10.33 | rainfall: 0.0 | humidity: 39.65 | wind_speed: 20.9 | visibility: 13.64
weather_id: 3be5551e-4ba9-40d4-b14f-8fcb18e85cfb | city: London | forecast_date: 2025-11-20 00:00:00 | weather_condition: Rain | temperature: 24.5 | rainfall: 12.38 | humidity: 34.18 | wind_speed: 3.05 | visibility: 10.25
weather_id: eca7cb56-2226-49f6-8dfb-3547d3dc35ed | city: Guangzhou | forecast_date: 2026-03-26 00:00:00 | weather_condition: Cloudy | temperature: 26.8 | rainfall: 1.99 | humidity: 58.19 | wind_speed: 20.47 | visibility: 11.68
weather_id: 43292cbd-c6cc-4854-a4a3-09a046fd6b00 | city: Osaka | forecast_date: 2025-02-13 00:00:00 | weather_condition: Cloudy | temperature: 19.46 | rainfall: 0.47 | humidity: 93.89 | wind_speed: 6.69 | visibility: 13.99
weather_id: 4a417015-1af2-4abb-83cf-fe550f842899 | city: Felixstowe | forecast_date: 2026-04-29 00:00:00 | weather_condition: Cloudy | temperature: 33.19 | rainfall: 1.25 | humidity: 34.95 | wind_speed: 4.37 | visibility: 13.75
weather_id: 290c8e74-b052-4833-b097-1cf6a1f28c87 | city: Bremen | forecast_date: 2026-02-20 00:00:00 | weather_condition: Rain | temperature: 19.15 | rainfall: 6.38 | humidity: 52.75 | wind_speed: 13.66 | visibility: 7.3
weather_id: 249f47fe-45aa-47f6-a949-e70e6b8d7d00 | city: Yokohama | forecast_date: 2026-05-24 00:00:00 | weather_condition: Clear | temperature: 34.29 | rainfall: 0.0 | humidity: 49.34 | wind_speed: 22.71 | visibility: 6.47
weather_id: 62d2bd5b-5842-41cd-b28e-20f4ce59183c | city: London | forecast_date: 2025-12-10 00:00:00 | weather_condition: Fog | temperature: 9.8 | rainfall: 0.67 | humidity: 43.22 | wind_speed: 28.58 | visibility: 1.65
weather_id: e56a459e-fa44-4516-b023-44b658a8f112 | city: Manchester | forecast_date: 2025-07-24 00:00:00 | weather_condition: Clear | temperature: 16.41 | rainfall: 0.0 | humidity: 76.69 | wind_speed: 27.93 | visibility: 10.52
weather_id: 9cdf57b8-754a-4001-a66b-1ace619b7379 | city: Rotterdam | forecast_date: 2025-01-22 00:00:00 | weather_condition: Cloudy | temperature: 22.91 | rainfall: 1.62 | humidity: 83.96 | wind_speed: 16.09 | visibility: 9.98
weather_id: 9b455413-58ee-4112-aa16-a0e0270a909f | city: Frankfurt | forecast_date: 2025-03-29 00:00:00 | weather_condition: Heatwave | temperature: 35.8 | rainfall: 9.15 | humidity: 71.16 | wind_speed: 19.29 | visibility: 8.22
weather_id: 2f7b8cac-a07f-4318-81fa-29af0797f3c2 | city: Sharjah | forecast_date: 2026-02-20 00:00:00 | weather_condition: Clear | temperature: 16.74 | rainfall: 0.0 | humidity: 47.72 | wind_speed: 33.26 | visibility: 8.23
weather_id: a2d2aa29-e8c4-440c-a609-367bb2d8857a | city: Ahmedabad | forecast_date: 2025-11-15 00:00:00 | weather_condition: Clear | temperature: 29.1 | rainfall: 0.0 | humidity: 78.9 | wind_speed: 30.91 | visibility: 8.46
weather_id: 01eb0aba-6a9c-4313-9a7c-d3f249c2aabc | city: Incheon | forecast_date: 2025-05-01 00:00:00 | weather_condition: Heavy Rain | temperature: 11.03 | rainfall: 103.08 | humidity: 41.94 | wind_speed: 27.32 | visibility: 4.38
weather_id: 82604987-1999-4d47-aa30-180863881a19 | city: Guangzhou | forecast_date: 2026-02-07 00:00:00 | weather_condition: Heavy Rain | temperature: 15.39 | rainfall: 94.61 | humidity: 73.47 | wind_speed: 7.69 | visibility: 2.97
weather_id: b11531dc-0438-45b1-a5d0-a930e337030f | city: Yokohama | forecast_date: 2025-05-19 00:00:00 | weather_condition: Rain | temperature: 10.46 | rainfall: 24.15 | humidity: 49.08 | wind_speed: 16.07 | visibility: 13.39
weather_id: 2c253818-8a13-4eeb-a2c7-348255417409 | city: Tokyo | forecast_date: 2025-11-19 00:00:00 | weather_condition: Cloudy | temperature: 33.98 | rainfall: 0.24 | humidity: 78.99 | wind_speed: 26.72 | visibility: 7.22
weather_id: e168065b-ad82-4d96-b9d2-2045344505f8 | city: Bremen | forecast_date: 2025-07-10 00:00:00 | weather_condition: Rain | temperature: 23.16 | rainfall: 12.64 | humidity: 34.4 | wind_speed: 29.55 | visibility: 6.62
weather_id: a5552069-68de-45d0-a3ac-cf6ba00398a1 | city: Amsterdam | forecast_date: 2025-11-27 00:00:00 | weather_condition: Clear | temperature: 14.92 | rainfall: 0.0 | humidity: 40.91 | wind_speed: 20.58 | visibility: 12.11
weather_id: b8f24afb-71e5-47a5-a105-99f2eed78ce6 | city: Chicago | forecast_date: 2026-04-17 00:00:00 | weather_condition: Cloudy | temperature: 23.84 | rainfall: 2.07 | humidity: 63.45 | wind_speed: 22.44 | visibility: 14.64
weather_id: 3be81f55-71f2-42da-ae03-35db165a192c | city: Ahmedabad | forecast_date: 2026-06-23 00:00:00 | weather_condition: Clear | temperature: 27.05 | rainfall: 0.0 | humidity: 65.73 | wind_speed: 4.09 | visibility: 12.61
weather_id: f8803afd-de2d-45e9-8a26-94c932a0ff44 | city: Rotterdam | forecast_date: 2026-06-15 00:00:00 | weather_condition: Storm | temperature: 26.44 | rainfall: 129.77 | humidity: 66.52 | wind_speed: 56.11 | visibility: 1.12
weather_id: 99c348fc-303c-4440-9c8b-ab8caa27cf43 | city: New York | forecast_date: 2026-01-12 00:00:00 | weather_condition: Clear | temperature: 22.5 | rainfall: 0.0 | humidity: 30.18 | wind_speed: 32.4 | visibility: 6.36
weather_id: 0b527a7d-2eef-44d6-9dad-b2a189a6fe31 | city: Guangzhou | forecast_date: 2026-03-23 00:00:00 | weather_condition: Cloudy | temperature: 16.06 | rainfall: 2.22 | humidity: 50.11 | wind_speed: 22.64 | visibility: 5.49
weather_id: 0156ffd3-0c78-4eb7-8b5f-558402ceac33 | city: Hyderabad | forecast_date: 2026-06-08 00:00:00 | weather_condition: Clear | temperature: 22.35 | rainfall: 0.0 | humidity: 34.86 | wind_speed: 3.15 | visibility: 5.76
weather_id: d06bb082-7982-4770-840a-2aa1973a2124 | city: Yokohama | forecast_date: 2025-09-15 00:00:00 | weather_condition: Clear | temperature: 23.43 | rainfall: 0.0 | humidity: 67.71 | wind_speed: 28.55 | visibility: 6.56
weather_id: 46bcbda0-5912-42b0-9935-b83c83f6f5ed | city: Abu Dhabi | forecast_date: 2025-01-26 00:00:00 | weather_condition: Cloudy | temperature: 31.73 | rainfall: 0.31 | humidity: 90.43 | wind_speed: 31.24 | visibility: 6.57
weather_id: 3d8ba504-ee87-458d-a072-ada2ee574d22 | city: Incheon | forecast_date: 2025-05-17 00:00:00 | weather_condition: Rain | temperature: 16.27 | rainfall: 31.45 | humidity: 47.92 | wind_speed: 23.67 | visibility: 8.56
weather_id: 11c9dca3-b13b-4489-b7e0-34ffee3da1a6 | city: Busan | forecast_date: 2025-03-15 00:00:00 | weather_condition: Clear | temperature: 19.39 | rainfall: 0.0 | humidity: 91.61 | wind_speed: 8.94 | visibility: 10.21
weather_id: 924a9fb6-902b-460b-ae44-b8d9610cf94d | city: Tokyo | forecast_date: 2025-02-10 00:00:00 | weather_condition: Cloudy | temperature: 33.28 | rainfall: 1.57 | humidity: 77.32 | wind_speed: 22.12 | visibility: 7.47
weather_id: f76e9e83-14ac-4718-bc84-75a67bf70ea9 | city: Dubai | forecast_date: 2025-02-20 00:00:00 | weather_condition: Rain | temperature: 32.78 | rainfall: 14.69 | humidity: 41.56 | wind_speed: 28.22 | visibility: 12.41
weather_id: 071af818-67e4-494b-9605-4ab4714e0733 | city: Amsterdam | forecast_date: 2025-12-01 00:00:00 | weather_condition: Clear | temperature: 12.47 | rainfall: 0.0 | humidity: 85.74 | wind_speed: 23.16 | visibility: 8.45
weather_id: 26465360-7c21-4249-afcf-626e87b1422a | city: Houston | forecast_date: 2026-04-15 00:00:00 | weather_condition: Cloudy | temperature: 34.88 | rainfall: 3.26 | humidity: 77.18 | wind_speed: 29.76 | visibility: 5.92
weather_id: 07722f95-b2c5-4f24-9a5e-3b5783cf0a30 | city: New York | forecast_date: 2025-12-10 00:00:00 | weather_condition: Clear | temperature: 27.01 | rainfall: 0.0 | humidity: 62.81 | wind_speed: 28.83 | visibility: 10.56
weather_id: 3ac3d949-3dde-4611-a1cc-c4ac1771c322 | city: Dubai | forecast_date: 2025-03-05 00:00:00 | weather_condition: Fog | temperature: 7.72 | rainfall: 5.66 | humidity: 77.31 | wind_speed: 6.97 | visibility: 0.88
weather_id: 785156e3-2ecd-401a-bd54-76a7d7db1b54 | city: Osaka | forecast_date: 2025-03-24 00:00:00 | weather_condition: Cloudy | temperature: 12.45 | rainfall: 3.36 | humidity: 50.26 | wind_speed: 13.08 | visibility: 5.18
weather_id: 4fd4efe4-cda6-411f-bdf5-1bba17333648 | city: Frankfurt | forecast_date: 2025-08-17 00:00:00 | weather_condition: Cloudy | temperature: 16.21 | rainfall: 0.85 | humidity: 82.64 | wind_speed: 31.57 | visibility: 6.34
weather_id: 087e6fd1-b811-4c5e-83df-a59db5693a46 | city: Manchester | forecast_date: 2026-03-04 00:00:00 | weather_condition: Clear | temperature: 34.31 | rainfall: 0.0 | humidity: 43.38 | wind_speed: 32.1 | visibility: 7.06
weather_id: e9927620-45dd-44c1-a34d-d11a02aba7af | city: Rotterdam | forecast_date: 2026-01-09 00:00:00 | weather_condition: Cloudy | temperature: 16.74 | rainfall: 1.78 | humidity: 33.35 | wind_speed: 15.16 | visibility: 8.44
weather_id: 17e51d32-4cce-44a1-be05-6161c594fc0d | city: Tokyo | forecast_date: 2025-09-08 00:00:00 | weather_condition: Fog | temperature: 10.46 | rainfall: 4.22 | humidity: 52.7 | wind_speed: 31.32 | visibility: 1.69
weather_id: 7a20d246-abde-448f-9bab-00ae219adfc0 | city: Shanghai | forecast_date: 2026-05-05 00:00:00 | weather_condition: Clear | temperature: 32.94 | rainfall: 0.0 | humidity: 56.6 | wind_speed: 28.16 | visibility: 6.64
weather_id: e8b74fd8-4d7a-4c6c-8bfb-fc40b40fae7c | city: Shenzhen | forecast_date: 2026-04-08 00:00:00 | weather_condition: Clear | temperature: 31.56 | rainfall: 0.0 | humidity: 94.0 | wind_speed: 24.61 | visibility: 13.36
weather_id: 4a148981-39dc-4650-8cf8-c68f1f9c24c4 | city: Shenzhen | forecast_date: 2026-06-25 00:00:00 | weather_condition: Clear | temperature: 29.45 | rainfall: 0.0 | humidity: 70.4 | wind_speed: 4.6 | visibility: 8.41
weather_id: 8783f3f1-164a-4e1e-a4ef-da369bca6991 | city: Rotterdam | forecast_date: 2025-09-20 00:00:00 | weather_condition: Cloudy | temperature: 13.61 | rainfall: 3.61 | humidity: 63.61 | wind_speed: 22.83 | visibility: 11.13
weather_id: 43bfa13c-626c-473e-946c-daba17918f50 | city: Felixstowe | forecast_date: 2025-12-02 00:00:00 | weather_condition: Cloudy | temperature: 11.05 | rainfall: 1.62 | humidity: 52.37 | wind_speed: 16.92 | visibility: 8.2
weather_id: e2a7c2d6-0f2f-40ba-b190-07b827b9556a | city: Osaka | forecast_date: 2025-12-17 00:00:00 | weather_condition: Fog | temperature: 16.3 | rainfall: 7.67 | humidity: 32.54 | wind_speed: 22.89 | visibility: 1.95
weather_id: 83b5b8f7-8db6-4fc2-ac77-22eb10d6e7c0 | city: Ahmedabad | forecast_date: 2026-06-29 00:00:00 | weather_condition: Cloudy | temperature: 23.14 | rainfall: 2.95 | humidity: 88.54 | wind_speed: 15.9 | visibility: 14.56
