Sheet Name: Routes

route_id: 3e26abf4-dd1f-4e19-8ed5-ffe4905d68ad | origin_city: Delhi | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2362.24 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: 14245022-6805-4e12-be0f-d7fc5a475e05 | origin_city: Amsterdam | destination_city: Frankfurt | origin_country: Netherlands | destination_country: Germany | origin_port: Port of Rotterdam | destination_port: Port of Hamburg | distance_km: 3832.12 | average_transit_days: 9 | route_risk: Low | traffic_index: 27
route_id: 87776f8a-23f0-46bd-a59c-5afb2f160f06 | origin_city: Los Angeles | destination_city: Osaka | origin_country: United States | destination_country: Japan | origin_port: Port Houston | destination_port: Port of Osaka | distance_km: 3949.79 | average_transit_days: 7 | route_risk: Medium | traffic_index: 36
route_id: d3698067-74be-4e95-a569-c4a421aa6610 | origin_city: Kolkata | destination_city: Rotterdam | origin_country: India | destination_country: Netherlands | origin_port: Chennai Port | destination_port: Port of Rotterdam | distance_km: 1043.0 | average_transit_days: 4 | route_risk: Critical | traffic_index: 100
route_id: 4a985c79-af07-40c7-bff8-3f20208a5a52 | origin_city: Felixstowe | destination_city: Busan | origin_country: United Kingdom | destination_country: South Korea | origin_port: Port of Felixstowe | destination_port: Incheon Port | distance_km: 6188.86 | average_transit_days: 14 | route_risk: Low | traffic_index: 18
route_id: 72957b58-99d0-4875-96c1-fde96bbdafe3 | origin_city: Sharjah | destination_city: Mumbai | origin_country: UAE | destination_country: India | origin_port: Jebel Ali | destination_port: Mundra Port | distance_km: 4635.69 | average_transit_days: 10 | route_risk: Low | traffic_index: 22
route_id: 1eca37d8-915a-4582-9a7d-857ca3c6b408 | origin_city: Singapore | destination_city: Felixstowe | origin_country: Singapore | destination_country: United Kingdom | origin_port: Port of Singapore | destination_port: Port of Felixstowe | distance_km: 1782.0 | average_transit_days: 5 | route_risk: Low | traffic_index: 24
route_id: be4590e1-3138-4e8d-b5b9-cb99392f6eaa | origin_city: Osaka | destination_city: Singapore | origin_country: Japan | destination_country: Singapore | origin_port: Port of Osaka | destination_port: Port of Singapore | distance_km: 10183.77 | average_transit_days: 14 | route_risk: Low | traffic_index: 35
route_id: e3c1d3dd-c655-4db0-9a2a-ebeea77ffc56 | origin_city: Ningbo | destination_city: Felixstowe | origin_country: China | destination_country: United Kingdom | origin_port: Shenzhen Port | destination_port: London Gateway | distance_km: 3362.0 | average_transit_days: 8 | route_risk: Medium | traffic_index: 46
route_id: 751e8787-5a61-429f-8f7c-dcd7e8c1e4f2 | origin_city: Houston | destination_city: Chicago | origin_country: United States | destination_country: United States | origin_port: Port of LA | destination_port: Port of LA | distance_km: 609.82 | average_transit_days: 6 | route_risk: Low | traffic_index: 26
route_id: 9d6096f5-d8d6-4149-b466-b4c52a701d01 | origin_city: Incheon | destination_city: Busan | origin_country: South Korea | destination_country: South Korea | origin_port: Port of Busan | destination_port: Incheon Port | distance_km: 929.61 | average_transit_days: 5 | route_risk: Low | traffic_index: 15
route_id: 794f5eaf-3a11-4bbe-8519-ee070a350597 | origin_city: Chennai | destination_city: Singapore | origin_country: India | destination_country: Singapore | origin_port: Mundra Port | destination_port: Port of Singapore | distance_km: 6139.12 | average_transit_days: 14 | route_risk: Medium | traffic_index: 43
route_id: 0112ec0e-87c7-4984-aa9f-8ef6efe54509 | origin_city: London | destination_city: Abu Dhabi | origin_country: United Kingdom | destination_country: UAE | origin_port: Port of Felixstowe | destination_port: Khalifa Port | distance_km: 8762.71 | average_transit_days: 16 | route_risk: Medium | traffic_index: 39
route_id: ffdb8952-74bc-4548-bace-e39b2d5ad459 | origin_city: Busan | destination_city: Bengaluru | origin_country: South Korea | destination_country: India | origin_port: Port of Busan | destination_port: Mundra Port | distance_km: 5633.28 | average_transit_days: 10 | route_risk: Low | traffic_index: 43
route_id: aece1c36-056d-42fe-8582-915fa27f1751 | origin_city: Rotterdam | destination_city: Chicago | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port of LA | distance_km: 5303.97 | average_transit_days: 12 | route_risk: Low | traffic_index: 17
route_id: 5da927b0-db6c-47f9-9a48-135a6975b702 | origin_city: Osaka | destination_city: London | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: London Gateway | distance_km: 4675.82 | average_transit_days: 7 | route_risk: Low | traffic_index: 35
route_id: 088f566e-5b69-45ca-afcd-eea4409da1b5 | origin_city: Yokohama | destination_city: Amsterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Yokohama | destination_port: Port of Rotterdam | distance_km: 12290.32 | average_transit_days: 25 | route_risk: Low | traffic_index: 42
route_id: bce9126f-e49d-49c0-a5eb-4557a2a2f58e | origin_city: Bengaluru | destination_city: Manchester | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2285.19 | average_transit_days: 5 | route_risk: Medium | traffic_index: 42
route_id: 6220435d-293d-4503-a81d-a5b91728536d | origin_city: Felixstowe | destination_city: Chicago | origin_country: United Kingdom | destination_country: United States | origin_port: London Gateway | destination_port: Port Newark | distance_km: 11696.23 | average_transit_days: 24 | route_risk: Medium | traffic_index: 63
route_id: 8f02aa3e-21d7-4226-a6a4-0f4fa6b122b8 | origin_city: London | destination_city: Rotterdam | origin_country: United Kingdom | destination_country: Netherlands | origin_port: Port of Felixstowe | destination_port: Port of Rotterdam | distance_km: 8400.11 | average_transit_days: 21 | route_risk: Medium | traffic_index: 57
route_id: a8f41b42-79b6-4d4c-bc7b-287fd23670c8 | origin_city: Los Angeles | destination_city: Felixstowe | origin_country: United States | destination_country: United Kingdom | origin_port: Port Newark | destination_port: Port of Felixstowe | distance_km: 2215.98 | average_transit_days: 4 | route_risk: Medium | traffic_index: 60
route_id: 0406a116-4c7d-44c4-9849-266fcf567558 | origin_city: Felixstowe | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: London Gateway | destination_port: Port of Singapore | distance_km: 4470.48 | average_transit_days: 9 | route_risk: Low | traffic_index: 21
route_id: 1c54f111-a16c-4e6b-81c2-173c7c6b4e9d | origin_city: Amsterdam | destination_city: Los Angeles | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port Houston | distance_km: 889.63 | average_transit_days: 3 | route_risk: Medium | traffic_index: 51
route_id: 5aee1535-3970-485c-ae9d-a574c69a592b | origin_city: Busan | destination_city: Frankfurt | origin_country: South Korea | destination_country: Germany | origin_port: Incheon Port | destination_port: Port of Hamburg | distance_km: 4290.88 | average_transit_days: 7 | route_risk: Medium | traffic_index: 57
route_id: ddb72827-3fd5-48a7-8928-eadb815ea291 | origin_city: Houston | destination_city: Abu Dhabi | origin_country: United States | destination_country: UAE | origin_port: Port Houston | destination_port: Khalifa Port | distance_km: 11597.37 | average_transit_days: 19 | route_risk: High | traffic_index: 73
route_id: aff900ab-630d-4b5c-bdad-b26861d915fa | origin_city: Singapore | destination_city: Bremen | origin_country: Singapore | destination_country: Germany | origin_port: Port of Singapore | destination_port: Bremerhaven | distance_km: 10489.08 | average_transit_days: 17 | route_risk: Low | traffic_index: 23
route_id: 0a9fbaf3-cb41-4147-a743-ff3a0f8cac88 | origin_city: Singapore | destination_city: Manchester | origin_country: Singapore | destination_country: United Kingdom | origin_port: Port of Singapore | destination_port: London Gateway | distance_km: 4042.29 | average_transit_days: 8 | route_risk: Low | traffic_index: 23
route_id: dbe2c87e-07b0-4414-a504-ba665696635d | origin_city: Incheon | destination_city: Los Angeles | origin_country: South Korea | destination_country: United States | origin_port: Port of Busan | destination_port: Port Houston | distance_km: 8693.35 | average_transit_days: 15 | route_risk: Low | traffic_index: 44
route_id: 413a54cd-1fc9-4e47-a7c7-8d639d1a48ec | origin_city: Shanghai | destination_city: Frankfurt | origin_country: China | destination_country: Germany | origin_port: Ningbo-Zhoushan | destination_port: Bremerhaven | distance_km: 5877.73 | average_transit_days: 8 | route_risk: Low | traffic_index: 17
route_id: 22c83957-4043-4dd0-bc0c-26c8151fe1ae | origin_city: Seoul | destination_city: Bremen | origin_country: South Korea | destination_country: Germany | origin_port: Port of Busan | destination_port: Bremerhaven | distance_km: 10048.69 | average_transit_days: 23 | route_risk: Low | traffic_index: 35
route_id: d2e3e61b-f2d8-4935-b15a-5548fcaf537e | origin_city: Houston | destination_city: Yokohama | origin_country: United States | destination_country: Japan | origin_port: Port of LA | destination_port: Port of Osaka | distance_km: 10214.36 | average_transit_days: 21 | route_risk: Medium | traffic_index: 63
route_id: 3e33da08-79f5-41f5-b154-5bcba7ee1bdf | origin_city: Hyderabad | destination_city: Singapore | origin_country: India | destination_country: Singapore | origin_port: Mundra Port | destination_port: Port of Singapore | distance_km: 577.46 | average_transit_days: 5 | route_risk: Low | traffic_index: 22
route_id: e0a84e14-2ccc-4a79-9e7b-1d262b2f8ced | origin_city: Bremen | destination_city: Shenzhen | origin_country: Germany | destination_country: China | origin_port: Bremerhaven | destination_port: Ningbo-Zhoushan | distance_km: 826.86 | average_transit_days: 6 | route_risk: Low | traffic_index: 26
route_id: 3b926c59-6280-4d43-bc74-e327a09a650c | origin_city: New York | destination_city: Incheon | origin_country: United States | destination_country: South Korea | origin_port: Port of LA | destination_port: Incheon Port | distance_km: 928.79 | average_transit_days: 3 | route_risk: High | traffic_index: 70
route_id: 193728d1-1f78-4fa1-b8de-3d94e598ea90 | origin_city: London | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: Port of Felixstowe | destination_port: Port of Singapore | distance_km: 6477.18 | average_transit_days: 15 | route_risk: Medium | traffic_index: 61
route_id: 4e14b8b5-1004-43ae-9252-d1c95b327659 | origin_city: Shenzhen | destination_city: London | origin_country: China | destination_country: United Kingdom | origin_port: Ningbo-Zhoushan | destination_port: London Gateway | distance_km: 2548.76 | average_transit_days: 4 | route_risk: Medium | traffic_index: 68
route_id: d646d531-0dee-442c-98e6-0f8ab706275a | origin_city: Abu Dhabi | destination_city: Hamburg | origin_country: UAE | destination_country: Germany | origin_port: Jebel Ali | destination_port: Bremerhaven | distance_km: 10191.6 | average_transit_days: 15 | route_risk: Medium | traffic_index: 67
route_id: 45d05625-6c04-4dd9-b5f6-68f5b8f53e1a | origin_city: Rotterdam | destination_city: Houston | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port of LA | distance_km: 8076.15 | average_transit_days: 16 | route_risk: Low | traffic_index: 23
route_id: 2129a77d-3c53-4b8a-8626-cb9caa764d9e | origin_city: Felixstowe | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: Port of Felixstowe | destination_port: Port of Singapore | distance_km: 2347.44 | average_transit_days: 4 | route_risk: Critical | traffic_index: 98
route_id: 5119c9ef-ac20-4676-b5b7-db4db73e1524 | origin_city: Abu Dhabi | destination_city: Bremen | origin_country: UAE | destination_country: Germany | origin_port: Jebel Ali | destination_port: Bremerhaven | distance_km: 10258.47 | average_transit_days: 19 | route_risk: Low | traffic_index: 32
route_id: 39fa2ad3-38d2-45b9-a55e-6c04765d9d58 | origin_city: Frankfurt | destination_city: Singapore | origin_country: Germany | destination_country: Singapore | origin_port: Bremerhaven | destination_port: Port of Singapore | distance_km: 1349.68 | average_transit_days: 6 | route_risk: Low | traffic_index: 30
route_id: 02263d06-19b2-451e-88f5-f8783c78861b | origin_city: Amsterdam | destination_city: Rotterdam | origin_country: Netherlands | destination_country: Netherlands | origin_port: Port of Rotterdam | destination_port: Port of Rotterdam | distance_km: 1497.84 | average_transit_days: 4 | route_risk: Medium | traffic_index: 35
route_id: 13d040cc-dda7-4bb0-8e92-0d0505560ed0 | origin_city: Felixstowe | destination_city: Abu Dhabi | origin_country: United Kingdom | destination_country: UAE | origin_port: London Gateway | destination_port: Khalifa Port | distance_km: 4135.89 | average_transit_days: 6 | route_risk: High | traffic_index: 80
route_id: 8cb7a55c-0673-455e-84dd-e1f22ec30d4b | origin_city: Yokohama | destination_city: Rotterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Yokohama | destination_port: Port of Rotterdam | distance_km: 3216.08 | average_transit_days: 5 | route_risk: Medium | traffic_index: 63
route_id: 8d0db1ad-df44-499e-ad93-d194e7bdcc81 | origin_city: Tokyo | destination_city: Felixstowe | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: Port of Felixstowe | distance_km: 638.26 | average_transit_days: 5 | route_risk: Medium | traffic_index: 56
route_id: 24e63764-d0c8-4504-be05-b6fdad1b03d2 | origin_city: Sharjah | destination_city: Singapore | origin_country: UAE | destination_country: Singapore | origin_port: Khalifa Port | destination_port: Port of Singapore | distance_km: 11711.58 | average_transit_days: 19 | route_risk: Low | traffic_index: 29
