Sheet Name: Shipments

shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | booking_id: ALC-2025-100000 | customer_id: 8f429dcf-8ec1-414b-9ba1-3cf9bee03dd9 | product_id: aa603d29-62c7-4256-aebf-e03cd57b1bd4 | carrier_id: 0d6bede1-9f61-4459-bb5c-32013d10e53b | warehouse_id: ee447931-f470-45fb-8df5-ef1167dc7fda | route_id: 90686ae5-7c43-46dd-8742-7cdf4561089c | vehicle_id: 9bdb03eb-36f7-4356-b175-e4a30b38affa | customs_id: 4345ef94-48fe-47d0-a93d-e413e1efcd7b | weather_id: 3138bd22-56a2-45c2-8a9a-43da64e93cdd | booking_date: 2025-12-29 00:00:00 | ship_date: 2026-01-08 00:00:00 | expected_delivery_date: 2026-01-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 122.19 | volume_cbm: 37.42 | declared_value: 165766.99 | insurance: True | fragile: False
shipment_id: 758f238c-3a26-41ba-95da-95105b09554a | booking_id: ALC-2025-100029 | customer_id: 79fa6f28-7316-48d6-8ef8-fa1adb313513 | product_id: b8f5bd16-b65f-459c-b13f-b1703e8de445 | carrier_id: dfcc1e57-f2fd-4811-ac04-98bf26fa9b62 | warehouse_id: 653dcde5-2b64-4f47-bb5c-aa173d1740bb | route_id: 1148a05d-4695-4d7a-96f0-546f64669b04 | vehicle_id: 5eb6264b-9953-4a3c-873f-64399f08a74b | customs_id: d73ae692-5978-42b8-a14b-46289427504f | weather_id: de2ce1a4-2772-418e-aa73-d79c1bff3db7 | booking_date: 2025-06-13 00:00:00 | ship_date: 2025-06-20 00:00:00 | expected_delivery_date: 2025-07-11 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 3300.18 | volume_cbm: 62.01 | declared_value: 163292.09 | insurance: True | fragile: False
shipment_id: dbdb1359-37c2-4acf-b855-1c7940b8a61f | booking_id: ALC-2026-100030 | customer_id: c9c4103f-3670-4a63-bd22-02d5d1a75353 | product_id: ad05d516-cb74-448c-b26a-94669f10d649 | carrier_id: c70da8bc-f806-464b-8cc5-5863cad07c5e | warehouse_id: 3dab3e43-328c-40bc-96a8-982e54f265a0 | route_id: 7b1e6e00-e46f-4631-a39a-6c3d1991a654 | vehicle_id: 7010bd74-26c7-4f3b-baae-9a2f4af60f68 | customs_id: ad3ad244-fd06-46bc-95fb-6e1009ba2a49 | weather_id: 850a31ba-3e01-42bf-8a47-68899233c98e | booking_date: 2026-01-08 00:00:00 | ship_date: 2026-01-17 00:00:00 | expected_delivery_date: 2026-01-28 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 52628.75 | volume_cbm: 44.44 | declared_value: 217460.77 | insurance: True | fragile: False
shipment_id: 4bd56ae1-e29e-4c5f-9020-8e22810b3a3e | booking_id: ALC-2025-100031 | customer_id: cbf846bb-e62f-42b3-9934-fd61428626fb | product_id: aa67609e-0021-4748-a001-8a2d762a0579 | carrier_id: 57d6e078-88dc-447e-b22e-f77f9f2a4dad | warehouse_id: cec9bd45-5d18-4a80-bf45-f0f13c9a0052 | route_id: 891c9ec7-11d8-4fd8-ba6b-875fda148f9c | vehicle_id: 3ce22e13-41ff-473e-8c21-b021caf43ae1 | customs_id: 380dc366-c544-4550-8476-62031f3610f9 | weather_id: 0f12ce9c-f659-4e15-a426-8a4b5bf934fe | booking_date: 2025-04-22 00:00:00 | ship_date: 2025-04-24 00:00:00 | expected_delivery_date: 2025-05-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 20269.44 | volume_cbm: 27.36 | declared_value: 174590.5 | insurance: True | fragile: False
shipment_id: f9a5e338-612b-4277-b3e5-b217f5052b69 | booking_id: ALC-2025-100032 | customer_id: 43b8ccbd-ac05-45f2-aebe-2b07422b1a48 | product_id: f69eeae8-7a53-44aa-931c-fed95cf18980 | carrier_id: bcf41679-6894-4a13-9c01-d7d193caf341 | warehouse_id: e6848c83-abca-4ef7-bf63-56f25a2ad3dd | route_id: 8d811ba8-80b1-4f62-ab5f-0e3688981c0b | vehicle_id: bb16df97-bfd9-4faf-b801-5be02b4a9046 | customs_id: 9b221cf2-404d-419c-a986-d05730f44a89 | weather_id: 2dbf787c-2303-4b7c-8061-56b27407aac6 | booking_date: 2025-05-22 00:00:00 | ship_date: 2025-05-29 00:00:00 | expected_delivery_date: 2025-06-10 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 4391.04 | volume_cbm: 2.61 | declared_value: 40775.84 | insurance: False | fragile: False
shipment_id: 59c91d80-c10b-4ab9-a42f-6cca9997e1e2 | booking_id: ALC-2025-100033 | customer_id: 84ff3c6d-fb4d-4988-8382-3aee3f395e3f | product_id: 2b717874-1484-4c82-9daf-df57a65c822e | carrier_id: e45ef052-7c8c-4544-a110-3d1ca2858ece | warehouse_id: 75b2d581-f04c-43e4-9fee-ceeaec430612 | route_id: 184bd60d-db66-420a-9ae3-65b623449866 | vehicle_id: 284a5ac9-477c-4b81-95d2-7c60215110f7 | customs_id: c10abba9-d2d6-4abd-aa1e-8cb045c142e2 | weather_id: e8d93782-53d2-4a8c-8b35-127a370ecf89 | booking_date: 2025-12-30 00:00:00 | ship_date: 2026-01-06 00:00:00 | expected_delivery_date: 2026-01-26 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 4381.2 | volume_cbm: 61.52 | declared_value: 24321.01 | insurance: False | fragile: False
shipment_id: 69f82d20-3011-42d2-b151-436ec9afbbbf | booking_id: ALC-2025-100034 | customer_id: d2698d29-02a5-498c-a39a-320fc214a088 | product_id: bf6782d0-9e67-4487-9b61-3ec7c35859be | carrier_id: fe5f2ff5-c03b-4f41-beb8-34833d7fbeb1 | warehouse_id: 02d8f6c3-512e-4fc5-83d9-1fbd79cbb643 | route_id: c6c8c3dc-8906-4159-b056-b4c28e052305 | vehicle_id: d9165f76-117f-4e8f-a426-ccabd95b491e | customs_id: a9b34207-3fc6-4185-bbc9-fca0771a9450 | weather_id: 44c46761-9af0-4a40-99c8-169b3931b2cd | booking_date: 2025-02-07 00:00:00 | ship_date: 2025-02-16 00:00:00 | expected_delivery_date: 2025-03-10 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 315.52 | volume_cbm: 70.0 | declared_value: 63742.33 | insurance: False | fragile: False
shipment_id: f2a2bec3-4db3-42a5-add3-99d1bbbe8df2 | booking_id: ALC-2025-100035 | customer_id: 5534a47f-9e1b-487a-b041-be6f777016fa | product_id: 8dc28f77-0b5e-4000-a1f9-3abd5237cb08 | carrier_id: 3e2a1895-a01c-44b5-afa2-c74f96366a49 | warehouse_id: ea498ae9-1954-42d6-88c7-0839324e324e | route_id: 494e3caf-db73-41de-85e9-cef4721726d8 | vehicle_id: 137afaed-aef0-4be5-9a21-1ed355165125 | customs_id: 4f512619-18db-49d5-b09b-fb657702c53a | weather_id: b27a6942-8cc0-4e9c-bccc-251decc9c6d3 | booking_date: 2025-02-24 00:00:00 | ship_date: 2025-03-03 00:00:00 | expected_delivery_date: 2025-03-08 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 2326.32 | volume_cbm: 36.24 | declared_value: 125460.62 | insurance: True | fragile: False
shipment_id: 7b48b5fa-3361-4369-b045-89bb5577482f | booking_id: ALC-2025-100036 | customer_id: 4aac8a77-eaf0-4dc2-9bea-6276a85fe26c | product_id: 32c72f63-a3ee-446c-987f-3459aee23119 | carrier_id: 832ed7c1-8952-4aa1-9753-380faa845c52 | warehouse_id: c3fd4d83-bd33-4095-a69b-910af6b742c5 | route_id: 6ef80d0b-3622-45b2-8ff5-7f4f6b1af213 | vehicle_id: 6435364c-d033-465a-9a68-1756e71c7892 | customs_id: 1c56c3e2-20bb-4d01-98d7-2468e417cc4f | weather_id: 72db889e-fcea-4f53-915e-051e0033cc27 | booking_date: 2025-02-10 00:00:00 | ship_date: 2025-02-20 00:00:00 | expected_delivery_date: 2025-03-02 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 3718.7 | volume_cbm: 43.13 | declared_value: 123385.8 | insurance: True | fragile: True
shipment_id: a0de7924-4f0a-41d0-9903-b102730aca78 | booking_id: ALC-2026-100037 | customer_id: 8930ce3d-8e26-4bec-9345-38817fcd8c5f | product_id: 47ecf637-1416-4ff4-a7de-c41d7041bbe3 | carrier_id: adabfdeb-6f24-4729-b8fe-be57775aeca6 | warehouse_id: 9feb2711-13e1-492e-ac31-e023fc96925d | route_id: f0f65a12-c028-4b20-92d5-21d5445f2c50 | vehicle_id: bb9a23bb-6546-4513-a605-a035ebcf28ef | customs_id: 254b3532-9f06-4518-84e6-9e09dce8af89 | weather_id: 47abd719-4565-4fc6-854a-2544a1b5a430 | booking_date: 2026-01-15 00:00:00 | ship_date: 2026-01-23 00:00:00 | expected_delivery_date: 2026-01-31 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 21377.72 | volume_cbm: 15.49 | declared_value: 6850.9 | insurance: True | fragile: False
shipment_id: d952f5ba-ce31-4a85-aedf-2e6c78bf7729 | booking_id: ALC-2026-100038 | customer_id: 54946264-bb34-4f7a-809b-6b68237230b7 | product_id: a2ef99a2-903c-489c-9499-30bcabcad76a | carrier_id: f580dc26-8106-4380-ab0c-f2d7137ccb92 | warehouse_id: 2da383c6-fa15-46b1-89ed-499b3e36fe24 | route_id: 60a4d0be-427a-4e6b-8281-2b77faded531 | vehicle_id: e4eb98e8-4fc3-41c1-9cf4-98e737cb5511 | customs_id: 37f99983-d3f2-45aa-88fb-24d01d355790 | weather_id: 429992df-502b-4a46-958c-acd45d712c2c | booking_date: 2026-03-31 00:00:00 | ship_date: 2026-04-05 00:00:00 | expected_delivery_date: 2026-04-12 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 20098.26 | volume_cbm: 7.44 | declared_value: 79702.8 | insurance: True | fragile: False
shipment_id: e25e4fab-e213-4df1-847a-d9a004b6c672 | booking_id: ALC-2025-100039 | customer_id: d98bfdb6-0839-44a4-bb9e-3ea270583edf | product_id: 7475cf38-d109-4925-b953-f129e24ea8cd | carrier_id: c839d459-9f7c-4c2a-a1d2-2027adae3e5f | warehouse_id: 06dbf49f-4f32-4fbf-ab5a-05db4ea8a785 | route_id: a9a12427-a134-4ba3-b6bf-8cee5223089c | vehicle_id: cc1fb9c3-8482-457f-940b-489d699e0b94 | customs_id: 6fa79c03-c157-4a5d-8f23-34a4860ca2a6 | weather_id: abe9c56a-c4df-4cd8-a583-aad10679116a | booking_date: 2025-07-30 00:00:00 | ship_date: 2025-08-05 00:00:00 | expected_delivery_date: 2025-08-20 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Low | weight_kg: 7500.61 | volume_cbm: 42.45 | declared_value: 249979.85 | insurance: False | fragile: False
shipment_id: 1f111f2c-da6c-4341-b355-9ee0aadfeb06 | booking_id: ALC-2025-100040 | customer_id: 699065f4-ff3b-42ef-b45f-300a94947cea | product_id: 152c03dc-03fe-4122-ae5c-0225330193de | carrier_id: 44995362-d110-442f-9ad5-6d43128a7ec4 | warehouse_id: 6b1c1f08-728f-4a21-b07c-cae0541ed2bc | route_id: c2d69799-fd9f-4c86-8da9-d7e8ece35cc5 | vehicle_id: 90f16b29-55ac-4458-b424-0218d1aec202 | customs_id: 597ca362-bc3b-4c04-82fe-f4dde8c7be56 | weather_id: cf57978c-e318-4159-949b-11b18c5c7468 | booking_date: 2025-10-23 00:00:00 | ship_date: 2025-11-02 00:00:00 | expected_delivery_date: 2025-11-18 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 48391.29 | volume_cbm: 14.71 | declared_value: 101366.99 | insurance: True | fragile: True
shipment_id: a2855800-6d8c-453d-9b65-6172d17010ac | booking_id: ALC-2025-100041 | customer_id: 1742e042-d5f9-4d4e-8c5f-2040d0f86872 | product_id: 89dd4a34-9d2c-4aad-8a48-446f92ce6a36 | carrier_id: c5a87920-8163-4bcd-9bd1-c8948bae99a0 | warehouse_id: b35c1d69-eb3b-4746-93af-0f3ff96546ae | route_id: c2b666a7-4411-475b-b368-7f4d4e1ba72a | vehicle_id: a5832f51-112a-478d-b199-41e24b193f50 | customs_id: 9deae9c2-1d94-40f0-a6b0-87d9e3e070a7 | weather_id: a64f7838-f18a-43ff-9075-ef8d616248c4 | booking_date: 2025-12-04 00:00:00 | ship_date: 2025-12-09 00:00:00 | expected_delivery_date: 2025-12-24 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Urgent | weight_kg: 22454.25 | volume_cbm: 1.16 | declared_value: 199477.25 | insurance: True | fragile: False
shipment_id: 3917879e-5ac6-4ddd-99bc-9888f03a0e9e | booking_id: ALC-2025-100042 | customer_id: b405f55b-1e94-4fdb-9e7f-9689704bd876 | product_id: e9b11ecd-f336-4c4d-b318-e487c1ac54d0 | carrier_id: 1a1f75cf-c627-47c6-9f83-bd655f47c217 | warehouse_id: 2f0bfd01-4504-47c2-b3c6-4e8776554bfc | route_id: 3a526f12-476e-41d9-bf43-4428cf118532 | vehicle_id: 455b2f69-f7cd-4da4-999e-506b3a52dfca | customs_id: 78d44923-9019-4d89-97de-4d3eb00fed81 | weather_id: f4ce631a-20b1-468a-a29c-c054df4f98bb | booking_date: 2025-03-24 00:00:00 | ship_date: 2025-04-01 00:00:00 | expected_delivery_date: 2025-04-15 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Low | weight_kg: 25108.32 | volume_cbm: 74.87 | declared_value: 94398.94 | insurance: True | fragile: True
shipment_id: 7d02e36e-a619-44c1-a66b-aaa5a0cb18d4 | booking_id: ALC-2025-100043 | customer_id: cd564553-c72e-4c95-b409-1ac6fb4cd25b | product_id: 45425202-b8cb-489b-a411-9fd8477c95c3 | carrier_id: 523b2223-6f1e-4f62-a90e-8e673865304b | warehouse_id: c799b2d4-0c5c-454a-8465-ef3c553fc3c7 | route_id: aed877c9-457a-4f0b-8f87-0fb9c77d3771 | vehicle_id: 0d447798-f441-4674-832d-be96effbea59 | customs_id: c53efee3-c266-4c29-ad6d-1a731333bddf | weather_id: cee72d28-21a0-4b7f-a467-71093f4f86cf | booking_date: 2025-08-30 00:00:00 | ship_date: 2025-09-01 00:00:00 | expected_delivery_date: 2025-09-20 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 40615.6 | volume_cbm: 21.41 | declared_value: 32394.85 | insurance: True | fragile: False
shipment_id: 68e4edc0-29c1-4988-9448-356081077627 | booking_id: ALC-2025-100044 | customer_id: 3e3907f0-68db-4a45-b8fc-8069a3f0fd73 | product_id: 86c6c3d3-3130-495d-b733-26210b5c7fc9 | carrier_id: 207c19b8-fce1-470d-bd66-4534c4f6d9c4 | warehouse_id: 9f3c45ee-7546-4d55-a12f-ba550c5337ea | route_id: 669f958f-3498-480e-a51a-e9ecd31d7728 | vehicle_id: c2c82b81-7204-4d6a-9b1c-01face6b4bfc | customs_id: 7ac53564-bc59-4b9b-938d-5bd433294047 | weather_id: b8d15f5e-6c4f-4c44-a0ee-b8fe57dd1c95 | booking_date: 2025-04-04 00:00:00 | ship_date: 2025-04-10 00:00:00 | expected_delivery_date: 2025-05-04 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 2847.36 | volume_cbm: 43.92 | declared_value: 161752.88 | insurance: False | fragile: True
shipment_id: 170afafb-872d-4662-9f14-b4987f59e842 | booking_id: ALC-2025-100045 | customer_id: d81b1b75-2335-4179-bb40-c3ae5d13b654 | product_id: 4f167db2-f1fc-48bf-b471-5a46bc05c0b1 | carrier_id: b83c3bbf-0738-41e5-9355-11745e63668f | warehouse_id: 5cf15580-d88d-43f3-98cf-5f5b45272124 | route_id: 1860dced-9b95-48f4-a2ac-40a967857e65 | vehicle_id: 1e95b663-482b-4419-a7c6-21faba038595 | customs_id: db81f4fc-1b17-478c-82fc-a56ce37109f4 | weather_id: d766ea55-da36-4dc3-8114-10fd80724e39 | booking_date: 2025-04-02 00:00:00 | ship_date: 2025-04-09 00:00:00 | expected_delivery_date: 2025-04-13 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 11290.59 | volume_cbm: 33.75 | declared_value: 33823.69 | insurance: False | fragile: False
shipment_id: 7074da33-fe68-4549-bf89-24cdfef3d491 | booking_id: ALC-2026-100046 | customer_id: 58e1389a-c484-45c8-b2c6-18c2334b4ff8 | product_id: 3fb7b7ed-969e-45e4-9c9a-fcb48f6be291 | carrier_id: 414e145f-6568-4c47-8d11-775caefbcac9 | warehouse_id: 01141d64-2784-41eb-8aa2-2e068414461f | route_id: 0a5562be-e0a7-4ff9-8084-760e20247515 | vehicle_id: 1a25a83d-43eb-45c2-b4c3-d660db1ae0a4 | customs_id: 32a89da3-f836-44d2-a102-26b212114d08 | weather_id: 04f1893a-9fb5-4298-a0a6-b61370f66a11 | booking_date: 2026-01-02 00:00:00 | ship_date: 2026-01-04 00:00:00 | expected_delivery_date: 2026-01-19 00:00:00 | shipping_mode: Rail | shipment_type: Export | priority: Normal | weight_kg: 2519.79 | volume_cbm: 62.74 | declared_value: 163697.14 | insurance: False | fragile: False
shipment_id: 3a3293bd-2446-4e5e-b733-51b076974f5b | booking_id: ALC-2026-100047 | customer_id: aea8c2a0-b6c9-4077-b364-4464e2431580 | product_id: 8e19e444-a065-4079-963d-6f72bad67ae7 | carrier_id: 6866e4b8-0e38-4d52-be21-0d2db6774ed2 | warehouse_id: 36ef147d-8a4d-46e6-9f16-c3c33b50f91d | route_id: 39227721-5c46-479e-9b6a-86f6c7e45714 | vehicle_id: fa28f815-d585-4311-a008-1ad704e5aedc | customs_id: c4951516-fa69-4d3f-9174-31b98a4557dd | weather_id: ccb426a0-60ee-42b6-8507-406253bbfe0a | booking_date: 2026-03-16 00:00:00 | ship_date: 2026-03-24 00:00:00 | expected_delivery_date: 2026-04-05 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 2441.52 | volume_cbm: 3.41 | declared_value: 13748.59 | insurance: True | fragile: False
shipment_id: 4e9dabde-0ac6-4be4-a6aa-5cc697494340 | booking_id: ALC-2025-100048 | customer_id: 61bcff68-e474-4974-9610-b5d7bdfda079 | product_id: 443f9fa0-b1cf-4188-929d-17fcf9670e63 | carrier_id: 040a348a-4084-468c-a994-f6d5ac2c56a9 | warehouse_id: 42a91235-e950-4c15-8eeb-0bb264c8d702 | route_id: 69a3b4e1-0a8f-4b75-8299-df908333da32 | vehicle_id: 038b52df-c8b3-4ee1-90b7-c45de4520b77 | customs_id: c68f15e5-f417-4e59-b32a-65abe8aa2376 | weather_id: 9b71e486-2e46-407e-af50-70ebdc27379d | booking_date: 2025-07-06 00:00:00 | ship_date: 2025-07-14 00:00:00 | expected_delivery_date: 2025-07-22 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 2674.4 | volume_cbm: 11.25 | declared_value: 228271.44 | insurance: True | fragile: False
shipment_id: 98324d21-e12f-4343-bb39-032e88fe450c | booking_id: ALC-2025-100049 | customer_id: f9e59699-8cdd-45a6-8323-32dad9d222b3 | product_id: b0770360-e15f-4b2e-8968-51ac874505fc | carrier_id: cd512862-18ed-444d-8b0d-5acd091da866 | warehouse_id: 7ca5fd4c-934e-4ad0-bd63-2b4f2a1b1cbd | route_id: 746e00e3-9267-4225-a7c7-8d721ceb95d2 | vehicle_id: e011c7d9-cc36-4d9a-a1e5-d2556d72170b | customs_id: 58c1e188-68c4-4e23-b58e-07a394763f75 | weather_id: 6adfd174-369b-4ca1-8d2b-708f948e8e42 | booking_date: 2025-10-24 00:00:00 | ship_date: 2025-10-28 00:00:00 | expected_delivery_date: 2025-11-08 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 17306.8 | volume_cbm: 31.36 | declared_value: 80393.87 | insurance: True | fragile: False
shipment_id: 88b6ab28-a0b3-46e9-8ccc-f58591f82d81 | booking_id: ALC-2026-100050 | customer_id: 2d8d9ce6-8b2b-4c55-bc41-ba47d9d19e19 | product_id: 84229f90-bf9d-4438-925e-1cd2233997e8 | carrier_id: 9718892d-93b3-434b-9027-bd7cab11b433 | warehouse_id: 7b32c8ba-26e0-4422-9fb1-462e5fbb9192 | route_id: 112c194b-48a6-4d5a-aa4e-c9e6c480381a | vehicle_id: 3ddfaaee-2157-4765-8af2-ebc6ebc460ce | customs_id: e2b76ebd-eb7b-46e2-9bb2-19c6c9717c77 | weather_id: 313ae6a6-5df4-418c-9d74-f2d7496f72da | booking_date: 2026-03-27 00:00:00 | ship_date: 2026-04-05 00:00:00 | expected_delivery_date: 2026-04-09 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 22022.77 | volume_cbm: 5.46 | declared_value: 153910.97 | insurance: True | fragile: True
shipment_id: b3b913a6-8ff0-4ee2-8721-f893c7da1009 | booking_id: ALC-2025-100051 | customer_id: c1135602-8c04-4fb5-a5ab-12dcf3f35e9b | product_id: aa6bf73f-fbfd-476f-bdba-1b74d9581fab | carrier_id: ad08b03c-4ec2-49fd-b309-ababf6d064c1 | warehouse_id: e65302b7-79bb-4540-81b2-7cab95ad348d | route_id: b59ac38b-ce09-4f5c-b3c8-23614b47b2a5 | vehicle_id: 264ab06b-1e49-4a0f-9ddc-5e56b013f17a | customs_id: 6973f5be-dac7-49df-84fa-c2f24b1fa119 | weather_id: db6c5b3b-28d6-4387-a799-1aff2d41ee45 | booking_date: 2025-07-08 00:00:00 | ship_date: 2025-07-12 00:00:00 | expected_delivery_date: 2025-08-01 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 27286.8 | volume_cbm: 33.12 | declared_value: 69448.82 | insurance: False | fragile: False
shipment_id: 699f3484-2724-4b99-ac15-3906aba97694 | booking_id: ALC-2026-100052 | customer_id: e45ad828-ce9f-478b-bfca-a8e30881f8e8 | product_id: 0986cefc-ce63-493f-be72-2dcce6e6d44b | carrier_id: a2ef095e-49b0-429b-9b5b-ff433333267d | warehouse_id: 5f208ecd-94be-4d0e-a313-8fdae84dfabe | route_id: 23795386-7525-435a-922a-390fb1764b21 | vehicle_id: c1ff31e0-188e-4780-888a-313d1298da01 | customs_id: f7ffe621-7860-4e5a-9845-1abbc3505a49 | weather_id: f2653722-8f5e-4f5d-a5e8-652600f5e4c1 | booking_date: 2026-03-10 00:00:00 | ship_date: 2026-03-19 00:00:00 | expected_delivery_date: 2026-03-21 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 7013.16 | volume_cbm: 18.84 | declared_value: 212205.65 | insurance: True | fragile: False
shipment_id: ff7e3bb6-2076-4867-9636-6f913b44a651 | booking_id: ALC-2025-100053 | customer_id: f7542ed4-eb28-4771-aa00-821dafe9921c | product_id: c3d850f8-4240-4baa-bb97-4a26140b6296 | carrier_id: b11f4c79-a9b0-4e2d-a2dd-71ab67fb5e21 | warehouse_id: 6b1c1f08-728f-4a21-b07c-cae0541ed2bc | route_id: 412e267b-9b77-4170-886d-79032da7ec9d | vehicle_id: b35c4e08-3af6-4cb2-818e-5023c64dc646 | customs_id: 458acc77-0566-4324-bcae-c435f0e5694d | weather_id: 91192526-e5fd-42b9-9ca3-ab2eac85c2cb | booking_date: 2025-05-09 00:00:00 | ship_date: 2025-05-13 00:00:00 | expected_delivery_date: 2025-06-01 00:00:00 | shipping_mode: Road | shipment_type: Export | priority: High | weight_kg: 646.04 | volume_cbm: 68.4 | declared_value: 177843.75 | insurance: True | fragile: True
shipment_id: b0a5ff2b-f3bf-451b-8ee6-e857d16f3cb6 | booking_id: ALC-2025-100054 | customer_id: 038d962e-4b7c-4385-8944-c471d101192a | product_id: a716c68e-2e63-4a67-bd6a-b9a1877d9280 | carrier_id: abd1199f-910a-4a44-b110-8b6377bad3a6 | warehouse_id: da83208a-1058-4365-be8e-5a23fc5f9c82 | route_id: 6dff89ab-332c-4742-a8e8-759e939f555c | vehicle_id: ed3fc4c2-648f-48d4-8486-33518b0204b4 | customs_id: 93ef4cc2-c31a-489a-8e54-08fcb66afcbf | weather_id: fb62a04d-33d1-4997-80f6-2371bdb548bf | booking_date: 2025-01-01 00:00:00 | ship_date: 2025-01-02 00:00:00 | expected_delivery_date: 2025-01-18 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 41837.04 | volume_cbm: 47.39 | declared_value: 15645.96 | insurance: False | fragile: False
shipment_id: 4dbfd38b-cee2-4a3f-a804-52da0a988559 | booking_id: ALC-2025-100055 | customer_id: b0813df9-27d1-4e03-a173-58995c09ab54 | product_id: e6e15d91-7350-4863-adf3-760dcf4f6ddc | carrier_id: 32a141bd-fddf-43ba-b4a8-5947bbf00578 | warehouse_id: 0e76bb86-a58d-4c71-9003-740eb5a2f4f9 | route_id: 6da8b7b2-84a2-40c7-9e1e-2fe1e24ed6e0 | vehicle_id: 26169b08-587c-4d26-aa49-bce559fa4281 | customs_id: 00ef8808-fa2f-4c76-92c6-cc5b340ab7ab | weather_id: 274c6a7c-ab60-4b3f-93dd-63fba43e5d02 | booking_date: 2025-04-10 00:00:00 | ship_date: 2025-04-18 00:00:00 | expected_delivery_date: 2025-05-13 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Low | weight_kg: 5210.71 | volume_cbm: 65.72 | declared_value: 18722.18 | insurance: False | fragile: False
shipment_id: 847a9bf6-9ae6-4534-a200-b959e160efb4 | booking_id: ALC-2026-100056 | customer_id: ac8a9770-c464-47ca-94f6-5582e9dda535 | product_id: 98c1874d-119a-47ac-882a-44d241e0d704 | carrier_id: 770e9fba-43f6-41a5-bac6-06d39eaf4b86 | warehouse_id: aef25c87-aceb-4150-ad34-367739a224a3 | route_id: 95fc8631-0228-4f58-97b4-f12666d9c1f2 | vehicle_id: 584a800e-c6ca-4a78-b28f-4d166a445342 | customs_id: 8f3692b0-f750-4aa2-85bb-b8fb4731c70a | weather_id: d5d6a131-9355-4e19-8349-9e3dcb3d6470 | booking_date: 2026-03-21 00:00:00 | ship_date: 2026-03-22 00:00:00 | expected_delivery_date: 2026-04-07 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 22025.5 | volume_cbm: 59.45 | declared_value: 96365.16 | insurance: True | fragile: False
shipment_id: ecec55c9-5d3b-4ba1-ab82-666d094926d6 | booking_id: ALC-2025-100057 | customer_id: c74e16b1-a30a-40e3-8efa-d79d10ea0e48 | product_id: 63b4b2c6-b461-487e-9200-e8846861e6a2 | carrier_id: 678125b9-11b2-4aec-aae8-5487d9841662 | warehouse_id: 22c2a34e-4dfa-4cf2-aba0-3f6b96428de5 | route_id: 51b0b9ea-adad-4653-a483-299806a540cf | vehicle_id: f98215e1-dc01-4f71-8225-731417a4a33b | customs_id: ce80923e-2a41-4de0-bb4f-6388dc4adb6c | weather_id: f8d859e4-dc71-43b4-aba9-0e0db296f871 | booking_date: 2025-01-03 00:00:00 | ship_date: 2025-01-09 00:00:00 | expected_delivery_date: 2025-01-22 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 11499.6 | volume_cbm: 56.02 | declared_value: 199899.42 | insurance: False | fragile: False
