Sheet Name: Shipment_Delivery_History

history_id: 09a35845-c050-47bf-badb-06bc4fb95131 | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ac138b91-b9b3-40ab-ad10-14b2db1c91ce | shipment_id: 4868dfef-5d3d-4374-957e-a7ccbc59fc7b | actual_delivery_date: 2025-12-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 740a93f9-45b1-488c-aa86-b9fdd2947934 | shipment_id: f6859e8c-194e-497d-bca9-948b23f5bf2a | actual_delivery_date: 2025-04-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9cc9c3a2-4fcd-4feb-9d40-23527150702f | shipment_id: 3df2c137-16a6-4cd6-95b4-8a27b810e8cc | actual_delivery_date: 2026-02-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: fd6df08a-7727-46e5-a8a4-557934424ace | shipment_id: 448bbd2c-7655-4eb8-b529-40d1ab659108 | actual_delivery_date: 2025-05-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 2f68abbf-0bc0-4b62-ad80-7d0d3de436f1 | shipment_id: 4fb21a69-05f1-4603-9592-96be697d7922 | actual_delivery_date: 2026-02-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7408d3f6-fc1c-4af9-a561-1707a1b25c37 | shipment_id: 032f0aeb-c797-445d-b681-5b79eef0c3d8 | actual_delivery_date: 2026-03-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 182ce96a-a16c-4a74-b6be-0facb8dd02b3 | shipment_id: a92ba009-2bfe-4eb5-bbf8-28032eaf4213 | actual_delivery_date: 2026-01-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5a99411d-5847-4885-a646-d1cb384e2e58 | shipment_id: cc31e987-37bb-483a-a89f-d76c2f1eea28 | actual_delivery_date: 2025-12-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d745796e-ed74-43ef-be7f-b9fd436b1d4a | shipment_id: a0920ce4-a13c-4422-81a2-6e920bacb557 | actual_delivery_date: 2025-07-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8a25c02c-79e9-4d83-a946-2c2e9ad46f60 | shipment_id: aa2b1747-5be4-4d44-b95d-acc224e0a715 | actual_delivery_date: 2025-02-20 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 9f22260a-ff48-4972-a317-10fcd2ee5043 | shipment_id: bc7f9cad-8424-4dde-93a6-45de3600ec56 | actual_delivery_date: 2026-01-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8f364c62-3cef-4736-a090-e00045c46232 | shipment_id: 0c20978b-c412-4c66-853b-e8d58f289d85 | actual_delivery_date: 2025-02-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 583d9a25-95a1-43e9-94bb-4c8b45027091 | shipment_id: 7b24dfe5-2e67-4b11-b44b-99cbd8f76a66 | actual_delivery_date: 2025-08-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8d2ad5ce-94de-4f7d-9e02-a9d129d91c7e | shipment_id: f1a051a7-c36b-408f-983d-4832aed2c367 | actual_delivery_date: 2025-12-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6ac7ff7c-6879-4384-8bb2-c9d30b441490 | shipment_id: 1f09db39-806f-4bbb-a345-63cbcc66c1f1 | actual_delivery_date: 2025-09-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5922d8af-1ddc-4364-9802-8b86f9677945 | shipment_id: fb4ff83e-308f-4306-ad20-602bab999019 | actual_delivery_date: 2025-07-22 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: d609bb91-f096-4861-9d8b-22ccdc12e815 | shipment_id: 82e46c05-0474-47d1-b8ee-636e5744e52d | actual_delivery_date: 2025-12-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 9f1a548e-1b0c-4cc6-bfbe-be1af5ffebb6 | shipment_id: 03493b3a-625f-4934-85f9-bec7f07481c8 | actual_delivery_date: 2026-04-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ebba7e4a-5aa1-4e4b-9768-86a6cc448377 | shipment_id: c38afd7b-864a-4e95-9761-1f293ba7ad1e | actual_delivery_date: 2026-04-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f342aa80-2290-45a0-bfb1-85cdb12c8658 | shipment_id: c65ef579-9e0a-4fbe-a709-e96b67b42f80 | actual_delivery_date: 2025-06-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c210ab57-a78d-406c-bb66-d7e108c03a26 | shipment_id: 79fdcfc9-7f49-44d7-8f79-e834bb3b50d9 | actual_delivery_date: 2025-10-26 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: b41c9d7d-71c6-4335-8a3e-f8401d4c7c79 | shipment_id: 3a8b3e10-ac7e-425b-82ae-485b3a7693f6 | actual_delivery_date: 2025-07-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 64520d1f-8b0e-4972-9165-0a6d97926309 | shipment_id: ebfac36f-148e-4132-a348-2550bdb2dbed | actual_delivery_date: 2025-07-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 56016554-858c-4e77-b9e9-7e2c25821575 | shipment_id: fdf72f1b-065c-4c2c-9852-0341acfde54d | actual_delivery_date: 2025-03-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f6d48f35-4235-4298-abe8-ef39688a584d | shipment_id: 69e6b5b5-eb89-4a2d-b404-1e6c94699f40 | actual_delivery_date: 2025-10-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 188077a4-e31f-4296-aa5a-20c2215e5bbd | shipment_id: 10d5bf29-ccd1-4b1d-9b9b-c83e42ff4168 | actual_delivery_date: 2025-04-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7da37c0d-3b7e-440d-8e30-ea049b515237 | shipment_id: 0e1f9ba3-c906-4562-a4c6-39c6189b551d | actual_delivery_date: 2026-01-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 68e8d950-b6e9-492a-b7bf-dadafa2efd5a | shipment_id: 390a7a5f-16ff-4e29-9a5c-2ecf7ce09afd | actual_delivery_date: 2025-01-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: dfcadd02-3eb1-490f-85bd-2f6245dffda7 | shipment_id: 5a1a52e7-eaa5-4403-a708-eee5ef35e7e5 | actual_delivery_date: 2025-05-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: bf7b6066-b03c-4b75-9d9a-7187eee18930 | shipment_id: 5e22adfc-f73a-433b-9c46-54c0bdd8954c | actual_delivery_date: 2025-09-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 00a91783-d91c-4b7b-b5c7-de3148112656 | shipment_id: 95823d6c-72cd-4eb4-be7a-54e066e5a688 | actual_delivery_date: 2025-05-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 8fb8de91-7a06-48c1-8d1b-1b8805c63e8f | shipment_id: fd59929b-38da-4fdb-83df-0e77c8f41458 | actual_delivery_date: 2025-05-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bb3d1ee4-48c0-43d4-9670-e84f363bdce7 | shipment_id: e13a82fa-3f74-4c7c-bcd4-24047aee60a7 | actual_delivery_date: 2025-12-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f88f130d-b99a-4541-80b8-dd89db232e4c | shipment_id: 4f0b2af0-3ce6-4f04-8358-abc51faace2e | actual_delivery_date: 2025-07-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b99df29b-3b0b-47ad-8cd8-06496fd6ccdc | shipment_id: c77b2ad4-a1a0-494b-bb1b-3e629f7ffffb | actual_delivery_date: 2025-06-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 10cb7754-fad1-4030-a15b-5d6d0de9f658 | shipment_id: 5cc67f95-0615-4649-8a6d-99115e84cfa1 | actual_delivery_date: 2025-10-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: d581774f-9acf-40a7-9c8b-bd81737e9350 | shipment_id: 58ffc6a1-b0c6-4409-91d8-aef39cc8ce1a | actual_delivery_date: 2026-02-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 9fac6c46-1b3f-4117-8262-e88b6e8097c5 | shipment_id: 4608a2de-d4d1-45d6-bc1b-28f0e06d18c3 | actual_delivery_date: 2025-04-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 23e3f5b5-f924-4168-ade2-87f98b92d5e4 | shipment_id: 3083ab1d-a67f-4c9b-bcdc-f67b8d839dbf | actual_delivery_date: 2025-11-03 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: f2f410c1-006f-4c9a-9dd1-aa6abf710fef | shipment_id: 440b3d48-9566-4c2d-bf6b-9dbeb7b56e27 | actual_delivery_date: 2025-04-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f968fffa-0897-4302-8f32-1213caf94193 | shipment_id: 3a1b5ba2-326c-425d-a144-fc9663e52a05 | actual_delivery_date: 2025-12-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2a4d3c61-97c2-43ac-899e-1e58c554d023 | shipment_id: 38779e7b-4354-4d84-8d13-0d4fc30faf7b | actual_delivery_date: 2025-06-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a7f4e33c-b322-41d6-95a4-78efe349b1e2 | shipment_id: 0944bf72-b0b4-42a3-9b85-53af4afb0633 | actual_delivery_date: 2025-04-17 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: b702f44a-1cf8-4617-a435-d31a74fe61dd | shipment_id: 43771e13-26e6-4a9a-bdcb-7f0b86c3673f | actual_delivery_date: 2025-07-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c635f416-f9ef-4aff-95fb-3d82ce612ed1 | shipment_id: 0bdb0b78-7933-45c0-8bcb-718cfd208d76 | actual_delivery_date: 2025-05-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a65f7259-9acf-43a4-b77b-c24470920e5d | shipment_id: 80334439-69d7-449e-8465-79b47fcf2236 | actual_delivery_date: 2025-12-07 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 6384dc95-0dbd-4819-8325-fcc40b92e90d | shipment_id: d05492f0-0a50-469e-80db-a0b2cf51b4e2 | actual_delivery_date: 2025-11-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c393f991-64e2-4563-977f-d50ae04d24ad | shipment_id: d442548a-c35c-4abf-a4ac-445d7eb4601c | actual_delivery_date: 2026-03-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 432554ab-3b4c-40ed-9757-997f02a9c2db | shipment_id: 5b008b16-3ef7-48ea-98e4-94e6f5ad102d | actual_delivery_date: 2025-10-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 53e7d475-3dc6-4376-9b93-55dbaf1deb64 | shipment_id: 226ce112-c953-47cb-9b6f-9f4e3492ad6a | actual_delivery_date: 2026-01-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 6c498687-f6c6-4c0d-aab6-1479af6be881 | shipment_id: b5cb6f83-2544-4151-b9a9-550a7fba0c3c | actual_delivery_date: 2025-03-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 6f1f848e-b9b6-490a-a579-3807838dc652 | shipment_id: cb9cbe03-6128-4a8a-9822-cd678e7abe4b | actual_delivery_date: 2026-01-26 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: dd837919-99a0-4f1b-b610-1f3190f8e0f6 | shipment_id: 7766b6fd-12de-41f6-b337-fda621e70f87 | actual_delivery_date: 2025-10-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0a7c3f53-db3c-4c95-b09e-2e705bfdbc4d | shipment_id: 1a3167a3-aece-4a5f-9109-092d65830fa8 | actual_delivery_date: 2025-12-28 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: a27280b3-0f06-44bb-9a6a-e401e3b8c1ea | shipment_id: 56fd92b7-2b78-4a37-a054-4799b2b6591b | actual_delivery_date: 2025-01-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 969e84c4-864b-4a06-a2b8-1ee0d12449e8 | shipment_id: 02b79b9b-a0aa-459e-98d6-46d543dcfd9d | actual_delivery_date: 2025-03-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ad737d41-36ab-430b-9eb0-a7b270854c44 | shipment_id: e129c98d-5516-40ef-87a9-df17a7ad1d01 | actual_delivery_date: 2025-01-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bcfeb50d-edb9-4e28-9680-0b5b35b2616b | shipment_id: f38aa1b8-e400-49fe-9485-117be1290aff | actual_delivery_date: 2025-04-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 496ce194-c792-40a5-bd51-d61d2a19f74e | shipment_id: 9815445d-dbfb-4d46-a081-778a0995d383 | actual_delivery_date: 2026-02-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 226dad6b-b1d7-4204-a747-0cdc8fa84807 | shipment_id: 3da82a4a-2f8e-4c08-b4f0-0d98a89a5ce7 | actual_delivery_date: 2025-11-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b46d9646-f867-407f-b515-a780125fef4a | shipment_id: da017c87-b342-4cb2-8fd0-28aca611d00d | actual_delivery_date: 2025-02-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: be8f6471-90d5-4641-aa6e-bd9783c5d435 | shipment_id: 0491b90b-789e-4fe3-92f4-4b807b3257ac | actual_delivery_date: 2025-03-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8eb062da-e456-47b4-985a-677ec76feebe | shipment_id: 6179ff65-10d3-4507-b516-62ec657b50f9 | actual_delivery_date: 2025-04-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0edf7730-d9e4-4321-9815-b6a581c0b37d | shipment_id: bbe96034-b731-4c1f-b3b4-4dc6b23ee1ad | actual_delivery_date: 2025-06-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ccfa38fa-0b09-41ba-a4d3-139f4d818ebb | shipment_id: 2736c118-a1d8-42b2-930c-9054991903e9 | actual_delivery_date: 2026-03-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e97258d2-b536-490d-bb3d-17ea7b0077a6 | shipment_id: 4e2c3aff-cd81-49fc-b2b0-220369ee36d2 | actual_delivery_date: 2026-02-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 76c5a2e9-16ec-4c8a-a879-c9902dcc604e | shipment_id: 4916abc6-13fa-42c9-9f69-af6a91b0695d | actual_delivery_date: 2025-06-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 37125d55-d286-4fe6-8e5b-a242e4e057e7 | shipment_id: 3be5f793-28ff-4016-a46e-64f5b0661413 | actual_delivery_date: 2026-01-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 72b8d026-1fdc-49d3-a8cc-cd58eaa2de74 | shipment_id: 307e3fd5-0604-4a4e-8028-e583da817526 | actual_delivery_date: 2025-06-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 43699ff5-5913-4926-826d-2e6e33d151b8 | shipment_id: 5fe00d0e-fac1-4ccf-a2e8-97d84c4aa4fa | actual_delivery_date: 2025-10-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 58454ef1-3628-4158-83ba-d36b48dc3bc7 | shipment_id: 47d569d8-d092-46aa-9759-d6944d6c5543 | actual_delivery_date: 2025-07-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 59af4260-9c2c-42dd-b9f0-90c3b24780a4 | shipment_id: 6ccb9b12-c85d-4c30-a846-9816138600da | actual_delivery_date: 2025-02-19 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 123161fa-d8e2-4a96-8fd1-3550c8ae4eb6 | shipment_id: 967d6d6e-f175-4927-9121-d9cee989cabc | actual_delivery_date: 2025-07-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3f114f99-b31f-42b7-a8d0-55a7b83eac9c | shipment_id: 20463051-e07e-4726-81b0-9da12b22bc55 | actual_delivery_date: 2026-04-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 58b69fc1-3c8c-4c65-9db5-2e370852d5df | shipment_id: 559f09d0-6b8d-47ff-861b-8181ea393f76 | actual_delivery_date: 2026-01-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 1e39f7f1-0f02-4e3a-96bd-087c3046ce64 | shipment_id: 22c1ae7c-bf9a-4ced-b94e-4b92d603bee2 | actual_delivery_date: 2025-12-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9283c5ce-36b2-4964-86d9-b94adc3f9572 | shipment_id: e4418402-8271-48a7-9108-57f0006503e1 | actual_delivery_date: 2026-02-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b2ba6415-3cb3-4480-80cf-15bfe2d8dc0c | shipment_id: 3295f6f1-d2db-47c8-a9c2-40599106d315 | actual_delivery_date: 2025-05-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 4e17ff1f-148b-433d-870a-403945bdbf62 | shipment_id: b55c0bf2-ead6-4676-8e87-5200d2573ca4 | actual_delivery_date: 2025-06-06 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 03798d30-9b62-491d-9ef8-2737e6eaa94d | shipment_id: c9c8a427-a278-4961-96ad-2e7a775ed64b | actual_delivery_date: 2025-06-01 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: be9523fc-6b2c-4fc6-8781-db0d1d639661 | shipment_id: 038d3101-7801-4f1f-a577-99bc612662b0 | actual_delivery_date: 2025-10-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d8a485ec-7c59-48c9-98fe-77fdddcd000f | shipment_id: b05a4f2f-5f8a-4c0d-ba7c-3b366ed5d134 | actual_delivery_date: 2025-02-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 977b3bc4-77ef-41ed-acb0-895c66f5fb7c | shipment_id: a81e1f03-50c9-4c40-9e35-60133fbe8993 | actual_delivery_date: 2025-08-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 423e66be-4052-4cc1-97c6-8f2021d02c4e | shipment_id: f5e4fd3a-1b7c-47eb-9eca-8feceeb829cd | actual_delivery_date: 2025-03-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 028f7b4f-6ad2-4d63-bb00-cc1699298cce | shipment_id: 1b9f8284-2406-4b4d-b926-cb319c239d7c | actual_delivery_date: 2025-03-31 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: e2f9e4b6-570d-4faf-8937-cec786b11efc | shipment_id: c79bf452-704a-4eb7-a204-e467763e93cc | actual_delivery_date: 2025-03-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8c940301-0052-4a6f-9822-931219242a57 | shipment_id: fb2b0ad3-459f-447e-9a92-b81d44f54c11 | actual_delivery_date: 2025-04-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: fd07411a-4372-4c90-92b3-e696be46426e | shipment_id: f3fa3976-d1c5-47d3-8946-c21a6c76d41a | actual_delivery_date: 2025-11-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 4df053d6-fbc6-4665-bb2e-d7412237b022 | shipment_id: b040a429-1b63-4479-bcb3-ea5cfd204218 | actual_delivery_date: 2025-05-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 29e67204-d686-4d12-87b5-de5c56c43632 | shipment_id: caf4e0b6-073d-414b-9d1f-4423ca93bd84 | actual_delivery_date: 2025-11-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: dc1b57e0-902f-4e0e-b677-99fb1ba186dd | shipment_id: 06e565e7-5ade-458b-ab7e-de2d5c681dd4 | actual_delivery_date: 2025-08-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c0e81144-32bc-4657-b810-d9dd7b1e92f9 | shipment_id: 99b5f75d-5fa0-4d8e-b106-e2948b61ede8 | actual_delivery_date: 2025-09-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7534c434-daef-43f4-bbc7-2a5949558294 | shipment_id: 7117e469-db61-4cf9-8fbe-60391adaf72e | actual_delivery_date: 2025-08-20 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: c1b36ef7-0c47-403c-8e3a-edefa8af71d6 | shipment_id: f3c12d9a-121a-4b7d-a902-032c26eb36bf | actual_delivery_date: 2025-11-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7434bf6e-188d-48b3-abca-34e4f6c98101 | shipment_id: 29f47205-c7d9-48ab-a318-64dccb2bebd7 | actual_delivery_date: 2025-06-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 4de692e9-f68d-47f6-9c43-ba7206049b70 | shipment_id: ec0940a7-f781-4402-ac47-c0a4f3d6dbbc | actual_delivery_date: 2026-02-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e4afa14d-14e6-42f3-8431-4394ed1feb8c | shipment_id: ff95a715-cb67-49ea-a206-6a63b96bf6cd | actual_delivery_date: 2025-03-15 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 495bcd2c-0c98-494b-865e-dc9ba7ad80de | shipment_id: 50f28279-c5e7-4d70-9b80-eb65249ba74f | actual_delivery_date: 2025-01-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 94747c48-ef89-468e-a7aa-bbcea5baa271 | shipment_id: 58d34108-7c91-4fe1-9fdf-fe63185cd132 | actual_delivery_date: 2025-07-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2a79a9bc-d423-4de0-aea0-b7c0ca911986 | shipment_id: b45bcd4b-bf0c-4212-a88c-5f0b6d2822f5 | actual_delivery_date: 2025-04-18 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: f9701c73-9853-4f10-949a-b242aa93e40b | shipment_id: 91155d0e-2100-45cb-afa5-81d0235e6b76 | actual_delivery_date: 2025-11-03 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 272b4dd4-44f8-4bea-834e-d9b72e268bf2 | shipment_id: 6b06f232-022f-4f3b-b6d2-a1f5d78e5950 | actual_delivery_date: 2025-05-03 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 14071eed-25d5-4973-abf2-e3d11ccfad80 | shipment_id: 82c3277f-b0e2-4998-8b0e-209ba9cd30c6 | actual_delivery_date: 2025-09-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 4beeec05-1f29-4cdb-b084-2cad5d6702d0 | shipment_id: d206e4b6-dfd3-4542-a3bc-70099c2ee186 | actual_delivery_date: 2025-10-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f861d4d4-6dca-4cc1-9e5a-c83eb52c3a0b | shipment_id: 229a8162-a733-47cc-ab1b-b20d994f3ecc | actual_delivery_date: 2025-05-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 12814ab5-0618-44ad-a522-e5f1766b9b32 | shipment_id: f2509273-2223-4d17-a0a8-df4db8c0035a | actual_delivery_date: 2025-05-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
