Sheet Name: AI_Model_Registry

model_id: a417fe1f-d2f3-4f5c-a87b-c37ba769653f | model_name: document-intelligence | model_version: v1.6.6 | model_type: Anomaly | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/anomaly/457c928958ba | deployment_status: Testing
model_id: 032f5227-db40-4cd5-be58-8fda4f31555f | model_name: risk-summary-llm | model_version: v4.6.5 | model_type: LLM | training_dataset_version: exim-ds-2026-08 | artifact_uri: s3://allcargo-exim-models/llm/b05d39f455fe | deployment_status: Draft
model_id: 6a705ca1-2a18-45fb-a5f8-0de7b76dd630 | model_name: anomaly-detector | model_version: v4.3.5 | model_type: NLP | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/nlp/0543902be13e | deployment_status: Retired
model_id: 1561d5fa-20ae-4221-be3f-f27537763bb8 | model_name: eta-regressor | model_version: v1.6.4 | model_type: NLP | training_dataset_version: exim-ds-2024-04 | artifact_uri: s3://allcargo-exim-models/nlp/36f70750cdf4 | deployment_status: Production
model_id: 6047494a-ff37-4103-bf14-e81e990555da | model_name: delay-risk-classifier | model_version: v3.6.1 | model_type: Classifier | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/classifier/cab80f9d51be | deployment_status: Retired
model_id: 9e8d0448-d352-4b2b-81d7-b8cdbd5e9b5b | model_name: document-intelligence | model_version: v1.4.3 | model_type: Anomaly | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/anomaly/5e4acf3e2564 | deployment_status: Draft
model_id: e9aa9c64-d2ae-4de6-99aa-afa6e701b80d | model_name: document-intelligence | model_version: v1.5.5 | model_type: NLP | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/nlp/74026a9a6434 | deployment_status: Draft
model_id: 4c46d710-359a-4b35-a9f8-3187020872fb | model_name: delay-risk-classifier | model_version: v4.2.7 | model_type: Anomaly | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/anomaly/52b8da5119af | deployment_status: Production
model_id: 33a74518-5043-4690-a0c4-706dcd4d5df5 | model_name: delay-risk-classifier | model_version: v2.3.3 | model_type: Regressor | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/regressor/323fee5ee4c7 | deployment_status: Draft
model_id: cd6b4539-c450-4d7a-86a4-466586093cfc | model_name: eta-regressor | model_version: v3.2.5 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/245cfc0b99a0 | deployment_status: Testing
model_id: 76f79ba3-655a-4d97-a767-ab9ed2841f30 | model_name: document-intelligence | model_version: v1.6.5 | model_type: NLP | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/nlp/99c2f708d71e | deployment_status: Testing
model_id: bc4c95b5-8446-41d0-b41e-b16ec33e68d8 | model_name: document-intelligence | model_version: v2.1.8 | model_type: Classifier | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/classifier/683e0382dc76 | deployment_status: Testing
model_id: d158e663-0625-4de4-a99b-eda65a584643 | model_name: risk-summary-llm | model_version: v4.0.3 | model_type: Classifier | training_dataset_version: exim-ds-2025-11 | artifact_uri: s3://allcargo-exim-models/classifier/546cba0cb0e9 | deployment_status: Production
model_id: 412fbe02-07c9-4e7d-b0d8-82fca70665c7 | model_name: anomaly-detector | model_version: v3.8.8 | model_type: Classifier | training_dataset_version: exim-ds-2024-07 | artifact_uri: s3://allcargo-exim-models/classifier/1a1fade7c215 | deployment_status: Testing
model_id: 78a93d8a-69c2-4e03-a797-bf6398522557 | model_name: delay-risk-classifier | model_version: v2.4.1 | model_type: Anomaly | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/anomaly/b4a8c34ca421 | deployment_status: Testing
model_id: 44e50416-f99b-4c2b-9893-7ff431b232ce | model_name: risk-summary-llm | model_version: v3.5.9 | model_type: LLM | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/llm/f4f9e4e9bad8 | deployment_status: Production
model_id: bd178cfe-e477-4142-aaa6-43d1e2bd2c51 | model_name: delay-risk-classifier | model_version: v1.3.4 | model_type: Anomaly | training_dataset_version: exim-ds-2025-02 | artifact_uri: s3://allcargo-exim-models/anomaly/fc4b2a4aeaa6 | deployment_status: Production
model_id: 0d36f5c3-f45a-4469-af4a-d207bbbb00df | model_name: risk-summary-llm | model_version: v3.7.0 | model_type: Classifier | training_dataset_version: exim-ds-2025-07 | artifact_uri: s3://allcargo-exim-models/classifier/9cf9da373808 | deployment_status: Testing
model_id: 96474f5b-313d-4966-b20a-95f1eb312a1d | model_name: anomaly-detector | model_version: v4.6.0 | model_type: Anomaly | training_dataset_version: exim-ds-2026-07 | artifact_uri: s3://allcargo-exim-models/anomaly/0a4077761f53 | deployment_status: Draft
model_id: 3cca1a3c-d70c-4d86-8d6b-9e980c57b1cb | model_name: risk-summary-llm | model_version: v1.9.9 | model_type: Classifier | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/classifier/47df4f8d71d8 | deployment_status: Production
model_id: 8eeb2709-0244-4100-ab38-f7d3270d0828 | model_name: document-intelligence | model_version: v2.1.7 | model_type: LLM | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/llm/7c9d9ea317d8 | deployment_status: Production
model_id: 27180b34-beb6-4be0-8ade-b8303a13ea94 | model_name: eta-regressor | model_version: v4.1.2 | model_type: Classifier | training_dataset_version: exim-ds-2026-07 | artifact_uri: s3://allcargo-exim-models/classifier/ab73471f1f8c | deployment_status: Production
model_id: 6f49c080-2e48-4d65-805c-0100eca116af | model_name: eta-regressor | model_version: v2.2.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-02 | artifact_uri: s3://allcargo-exim-models/classifier/7da02807d5ce | deployment_status: Retired
model_id: a8a233e6-7df6-44fc-ad9e-24b0cdc76a65 | model_name: delay-risk-classifier | model_version: v1.0.0 | model_type: Classifier | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/classifier/0122574176c0 | deployment_status: Testing
model_id: 7fbba23a-aaf6-4a41-97a2-694051c6a601 | model_name: risk-summary-llm | model_version: v3.3.6 | model_type: NLP | training_dataset_version: exim-ds-2025-02 | artifact_uri: s3://allcargo-exim-models/nlp/be8fe0960fe4 | deployment_status: Production
model_id: 8fd5a693-bf1a-4cae-aa71-72c408a49fdf | model_name: risk-summary-llm | model_version: v3.7.2 | model_type: NLP | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/nlp/c7c2ab09459b | deployment_status: Production
model_id: 1b9e10b8-7d77-4e65-9ff1-9b9c3db892b6 | model_name: anomaly-detector | model_version: v1.0.1 | model_type: NLP | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/nlp/ff9322048881 | deployment_status: Testing
model_id: 3b6aa6e3-e111-4481-b5ff-e60fd6f5b2f9 | model_name: document-intelligence | model_version: v2.4.7 | model_type: Anomaly | training_dataset_version: exim-ds-2026-08 | artifact_uri: s3://allcargo-exim-models/anomaly/ac599df974e5 | deployment_status: Retired
model_id: 33de53cc-90d5-49d8-ab80-88f282063616 | model_name: document-intelligence | model_version: v3.0.2 | model_type: Regressor | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/regressor/73792d83a542 | deployment_status: Testing
model_id: a5897420-52eb-4c20-849b-c647c7e719ed | model_name: delay-risk-classifier | model_version: v3.9.8 | model_type: Classifier | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/classifier/59e9dd89ad15 | deployment_status: Testing
model_id: 7e113a76-7664-4c93-846a-a85d1605b339 | model_name: document-intelligence | model_version: v2.0.3 | model_type: Classifier | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/classifier/17d02966819b | deployment_status: Production
model_id: ad3b7133-405f-4d5c-8924-d489d0f01d3e | model_name: eta-regressor | model_version: v2.5.8 | model_type: NLP | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/nlp/e91f522bb180 | deployment_status: Production
model_id: bcb0e171-ef29-4690-a55a-4bc61493a8fc | model_name: anomaly-detector | model_version: v4.1.9 | model_type: LLM | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/llm/ec3ea89615ea | deployment_status: Production
model_id: 0b769d81-fb57-4e3a-9749-42678ce37f29 | model_name: document-intelligence | model_version: v1.2.7 | model_type: Anomaly | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/anomaly/6c0878aab347 | deployment_status: Retired
model_id: 2ff580a6-5bd3-4f12-ad6b-c3785aa8180c | model_name: anomaly-detector | model_version: v4.0.6 | model_type: Classifier | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/classifier/c9216470a1d3 | deployment_status: Production
model_id: e6cd537c-5883-435f-9570-82473502f065 | model_name: document-intelligence | model_version: v4.5.1 | model_type: Classifier | training_dataset_version: exim-ds-2025-02 | artifact_uri: s3://allcargo-exim-models/classifier/ab535ff1770f | deployment_status: Draft
model_id: 5956d29e-4b65-4f8e-ab01-4db1a4b382a0 | model_name: anomaly-detector | model_version: v1.7.1 | model_type: Classifier | training_dataset_version: exim-ds-2024-05 | artifact_uri: s3://allcargo-exim-models/classifier/900169f35cc4 | deployment_status: Production
model_id: 88d0910d-6d2c-40af-b2df-7c8fa6d7aa2f | model_name: risk-summary-llm | model_version: v2.3.1 | model_type: Regressor | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/regressor/b44e3beac39c | deployment_status: Testing
model_id: bd7bc595-0661-4e55-bbb0-68f13fe2cbf2 | model_name: document-intelligence | model_version: v2.6.8 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/d444a573d979 | deployment_status: Draft
model_id: b5d45c3a-613f-462f-ac0d-2e91d35b4e49 | model_name: delay-risk-classifier | model_version: v2.6.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-07 | artifact_uri: s3://allcargo-exim-models/classifier/e7cc6952db99 | deployment_status: Testing
model_id: 07e9f0ef-14fa-4482-9910-264a1e88b9b9 | model_name: anomaly-detector | model_version: v3.5.0 | model_type: Regressor | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/regressor/438c4eb8ad37 | deployment_status: Production
model_id: 98f84d35-057d-47b0-bdd2-939aab6e92c4 | model_name: anomaly-detector | model_version: v2.6.5 | model_type: Anomaly | training_dataset_version: exim-ds-2024-09 | artifact_uri: s3://allcargo-exim-models/anomaly/149b113c601d | deployment_status: Production
model_id: 476411ce-fa19-4232-a24a-86f28b88ee89 | model_name: anomaly-detector | model_version: v3.2.6 | model_type: LLM | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/llm/c8cfc7c37a86 | deployment_status: Testing
model_id: 69c54140-954b-44ec-b320-4f47ab4fb7ad | model_name: delay-risk-classifier | model_version: v3.2.9 | model_type: Classifier | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/classifier/3b441149b2ca | deployment_status: Testing
model_id: a99b1a60-82bd-47ca-bb2c-9aa529fa887a | model_name: delay-risk-classifier | model_version: v2.0.2 | model_type: Anomaly | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/anomaly/262678f9292d | deployment_status: Testing
model_id: e6dfcb3e-a9e8-4127-a6c0-fb4a03dc403f | model_name: risk-summary-llm | model_version: v1.5.1 | model_type: Regressor | training_dataset_version: exim-ds-2025-08 | artifact_uri: s3://allcargo-exim-models/regressor/f17387585b27 | deployment_status: Production
model_id: 2451731e-f3f0-4358-af48-93ca80ec1f0a | model_name: anomaly-detector | model_version: v3.3.4 | model_type: NLP | training_dataset_version: exim-ds-2024-04 | artifact_uri: s3://allcargo-exim-models/nlp/decf5d9e6fab | deployment_status: Draft
model_id: fd9bf459-84c3-4a22-a044-d3c76831328a | model_name: document-intelligence | model_version: v1.0.4 | model_type: Regressor | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/regressor/7e9364de16ce | deployment_status: Production
model_id: 2a14096b-64df-4d0d-b096-98a799fe869e | model_name: eta-regressor | model_version: v3.6.3 | model_type: Anomaly | training_dataset_version: exim-ds-2026-04 | artifact_uri: s3://allcargo-exim-models/anomaly/697582114c1c | deployment_status: Draft
model_id: 2da77e00-be34-41f4-a85f-6271fda8c2ac | model_name: document-intelligence | model_version: v3.3.2 | model_type: Anomaly | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/anomaly/f79fb2845945 | deployment_status: Draft
model_id: a3a8e4bf-3ba9-4e62-ac65-49d680dd6937 | model_name: document-intelligence | model_version: v3.6.6 | model_type: Classifier | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/classifier/0029d25998d2 | deployment_status: Draft
model_id: 6c47a42c-270c-4a8b-904a-242f2347e1f7 | model_name: anomaly-detector | model_version: v2.9.5 | model_type: Classifier | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/classifier/ea59a009529e | deployment_status: Production
model_id: 28526693-c856-4bb7-955b-86c22d725711 | model_name: risk-summary-llm | model_version: v2.1.9 | model_type: Anomaly | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/anomaly/205dd05c692d | deployment_status: Production
model_id: b52294f9-ee10-4526-928a-8dad3edf0609 | model_name: anomaly-detector | model_version: v3.7.4 | model_type: Classifier | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/classifier/d2492d553974 | deployment_status: Retired
model_id: 6ac22ffc-3b67-4532-ba14-b44816826c01 | model_name: eta-regressor | model_version: v2.7.1 | model_type: Regressor | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/regressor/383311ae7dc2 | deployment_status: Production
model_id: a0370e3c-621a-4fe4-891a-7f26d2498ba8 | model_name: document-intelligence | model_version: v2.7.3 | model_type: Anomaly | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/anomaly/09350ba26ed0 | deployment_status: Production
model_id: ad7aa45b-95e3-47d5-8379-a3f502e5b333 | model_name: document-intelligence | model_version: v1.0.8 | model_type: NLP | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/nlp/0831943ee956 | deployment_status: Testing
model_id: c66df0d0-764e-42d8-9fc3-73ac2b712cb5 | model_name: document-intelligence | model_version: v1.4.1 | model_type: Classifier | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/classifier/0fbebc1147dd | deployment_status: Production
model_id: 0720bbdc-4508-4c78-9cf0-e57231e2e3dd | model_name: anomaly-detector | model_version: v2.7.2 | model_type: Regressor | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/regressor/d056ab508813 | deployment_status: Production
model_id: b67b21db-ef74-4b48-8275-e21d58f2bde9 | model_name: anomaly-detector | model_version: v1.1.2 | model_type: Anomaly | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/anomaly/90100e6f02b4 | deployment_status: Production
model_id: e1a8372e-4288-4576-90fa-60296589ea57 | model_name: delay-risk-classifier | model_version: v3.0.4 | model_type: NLP | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/nlp/6cdaad6e2565 | deployment_status: Production
model_id: a7dd5955-a82d-4045-94b0-5efe962a5487 | model_name: document-intelligence | model_version: v4.4.6 | model_type: Anomaly | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/anomaly/0fff4b7a7484 | deployment_status: Production
model_id: d6337087-f0c7-46a6-a9ac-4f0097d7259e | model_name: anomaly-detector | model_version: v3.1.1 | model_type: Regressor | training_dataset_version: exim-ds-2025-05 | artifact_uri: s3://allcargo-exim-models/regressor/1e62e8bfd11e | deployment_status: Production
model_id: 4d7b56d7-4399-4817-aa69-af09f3e5a834 | model_name: anomaly-detector | model_version: v2.0.9 | model_type: Anomaly | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/anomaly/657cb12dad0f | deployment_status: Testing
model_id: ce3de7a4-11e5-4666-8c04-da146b5db379 | model_name: anomaly-detector | model_version: v3.4.1 | model_type: Classifier | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/classifier/7153d15a6980 | deployment_status: Retired
